Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Berry, Sam",1,5,9,,,,,,,4,,,,,,,19.0
"Brown, Tyler",3,,,,,,,,,,,,,,,,3.0
"Butts, Jordon",-,,1,-,1,-,3,-,1,2,2,-,1,2,-,,13.0
"Crouch, Matt",,,,,,,,2,,,,,,,,,2.0
"Dawson, Jordan",2,3,2,6,9,5,5,6,5,6,10,6,6,12,8,8,99.0
"Doedee, Tom",4,2,-,1,1,1,2,-,1,,3,-,,,,,15.0
"Fogarty, Darcy",-,1,,,-,1,-,4,2,2,2,2,-,4,2,2,22.0
"Gollant, Lachlan",,,4,1,,,,,,-,,,,,,,5.0
"Himmelberg, Elliott",1,-,,,,,,,,3,,,,,,,4.0
"Hinge, Mitch",2,2,1,3,-,-,4,-,-,2,,4,1,2,3,1,25.0
"Jones, Chayce",,,1,2,1,3,4,3,1,3,3,3,2,1,7,3,37.0
"Keays, Ben",3,3,2,5,3,-,3,4,3,3,9,10,4,5,7,6,70.0
"Laird, Rory",2,8,4,4,6,12,4,14,9,10,16,5,6,7,5,9,121.0
"McAdam, Shane",1,,,,,,,,,,,,,,,,1.0
"McHenry, Ned",,,,-,1,-,,,-,,3,5,1,1,1,1,13.0
"Michalanney, Max",1,5,5,2,4,9,3,3,1,4,5,5,-,4,4,1,56.0
"Milera, Wayne",1,,1,-,3,4,-,1,-,2,4,2,-,4,4,-,26.0
"Murphy, Lachlan",,1,1,2,3,3,2,1,8,4,3,5,3,2,2,1,41.0
"Murray, Nick",1,1,-,1,-,-,2,-,,4,-,-,1,-,1,-,11.0
"OBrien, Reilly",3,4,5,3,1,2,2,3,1,3,4,2,1,3,5,4,46.0
"Parnell, Patrick",,-,,,,,,,1,4,-,,,,,,5.0
"Pedlar, Luke",2,2,4,,2,2,2,-,3,1,4,4,1,4,4,1,36.0
"Rachele, Josh",4,2,3,2,3,7,2,1,5,2,-,5,3,2,7,5,53.0
"Rankine, Izak",1,3,5,5,5,2,5,2,3,3,1,1,3,4,2,5,50.0
"Schoenberg, Harry",2,1,,2,,,1,,,,,,,,,2,8.0
"Sholl, Lachlan",,4,4,2,1,1,2,3,3,1,2,3,-,-,2,1,29.0
"Sloane, Rory",2,1,1,6,7,7,6,5,8,6,9,4,6,2,5,8,83.0
"Smith, Brodie",2,4,2,3,2,3,-,5,1,3,,-,2,4,3,3,37.0
"Soligo, Jake",2,6,2,2,2,6,3,4,1,2,3,8,2,3,3,2,51.0
"Thilthorpe, Riley",,1,-,2,2,3,-,2,2,,2,2,1,1,3,1,22.0
"Walker, Taylor",-,1,2,1,-,4,1,1,2,,-,1,2,2,1,1,19.0
"Worrell, Josh",,,,,,,,,,,3,,2,1,2,4,12.0
Totals,40,60,59,55,57,75,56,64,61,74,88,77,48,70,81,69,1034.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,ES,
