Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Berry, Sam",79,73,43,,,,,,,64,,,,,,,64.8/337:39
"Brown, Tyler",29,,,,,,,,,,,,,,,,29.0/39:45
"Butts, Jordon",87,,80,57,88,60,98,94,100,90,85,87,89,96,26,,81.1/1472:44
"Crouch, Matt",,,,,,,,39,,,,,,,,,39.0/49:08
"Dawson, Jordan",85,93,84,86,86,86,89,85,86,87,83,84,84,81,88,87,85.9/1780:40
"Doedee, Tom",95,90,97,95,95,96,100,100,96,,85,5,,,,,86.3/1230:13
"Fogarty, Darcy",83,88,,,82,90,81,86,83,84,83,88,83,84,85,80,84.3/1530:03
"Gollant, Lachlan",,,69,74,,,,,,90,,,,,,,77.5/297:17
"Himmelberg, Elliott",72,75,,,,,,,,72,,,,,,,73.0/283:25
"Hinge, Mitch",90,85,95,78,81,86,87,85,77,14,,92,91,86,77,86,80.8/1565:51
"Jones, Chayce",,,33,86,91,89,92,87,90,79,82,87,83,88,90,94,83.6/1513:47
"Keays, Ben",86,88,84,76,83,83,96,80,76,72,89,87,87,84,86,82,83.7/1736:45
"Laird, Rory",77,83,80,77,85,77,75,81,67,83,73,74,78,79,82,83,78.4/1624:16
"McAdam, Shane",57,,,,,,,,,,,,,,,,57.0/76:10
"McHenry, Ned",,,,88,23,26,,,18,,72,57,34,48,73,79,51.9/677:54
"Michalanney, Max",79,86,75,80,83,78,69,67,81,82,94,85,77,92,90,86,81.6/1691:13
"Milera, Wayne",85,,77,81,75,77,70,80,76,85,85,88,78,86,82,80,80.4/1563:53
"Murphy, Lachlan",,67,82,82,85,82,66,80,81,76,81,81,85,74,77,75,78.3/1519:08
"Murray, Nick",50,88,93,94,97,92,89,51,,97,89,89,63,40,76,93,80.1/1557:12
"OBrien, Reilly",79,83,81,81,77,81,86,78,74,81,89,88,82,79,88,88,82.2/1705:42
"Parnell, Patrick",,6,,,,,,,77,81,6,,,,,,41.8/217:54
"Pedlar, Luke",78,77,84,,74,64,77,85,70,76,71,75,69,80,72,80,75.4/1469:38
"Rachele, Josh",83,85,81,84,77,78,81,69,82,82,74,83,85,87,73,81,80.3/1664:06
"Rankine, Izak",90,87,100,85,94,94,85,95,91,82,94,89,86,90,92,96,90.7/1879:14
"Schoenberg, Harry",75,69,,22,,,19,,,,,,,,,25,42.5/272:25
"Sholl, Lachlan",,86,81,85,85,81,63,83,92,85,91,76,83,80,59,78,80.5/1562:32
"Sloane, Rory",87,84,65,65,64,72,71,73,67,67,60,67,65,65,80,69,70.1/1452:26
"Smith, Brodie",85,88,83,87,82,86,86,83,87,83,,88,87,84,87,83,85.3/1651:22
"Soligo, Jake",87,78,76,77,49,81,73,82,77,88,79,83,69,80,78,53,75.6/1567:06
"Thilthorpe, Riley",,53,73,83,65,60,66,61,69,,76,68,75,60,79,60,67.8/1230:59
"Walker, Taylor",82,87,84,76,78,79,81,77,83,,86,78,83,86,80,79,81.3/1582:21
"Worrell, Josh",,,,,,,,,,,74,,84,71,81,82,78.5/516:59
Totals,,,,,,,,,,,,,,,,,
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,ES,
