Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Berry, Sam",-,-,-,,,,,,,-,,,,,
"Brown, Tyler",-,,,,,,,,,,,,,,
"Butts, Jordon",-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Crouch, Matt",,,,,,,,-,,,,,,,
"Dawson, Jordan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Doedee, Tom",-,-,-,-,-,-,-,-,-,,-,-,,,
"Fogarty, Darcy",-,-,,,-,1,-,-,-,-,-,-,-,-,1.0
"Gollant, Lachlan",,,-,-,,,,,,-,,,,,
"Himmelberg, Elliott",4,1,,,,,,,,9,,,,,14.0
"Hinge, Mitch",-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Jones, Chayce",,,-,-,-,-,-,-,-,-,-,-,-,-,
"Keays, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Laird, Rory",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McAdam, Shane",-,,,,,,,,,,,,,,
"McHenry, Ned",,,,-,-,-,,,-,,-,-,-,-,
"Michalanney, Max",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Milera, Wayne",-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Lachlan",,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murray, Nick",-,-,-,-,-,-,-,-,,-,-,-,-,-,
"OBrien, Reilly",33,30,35,29,41,41,44,38,39,63,52,28,37,29,539.0
"Parnell, Patrick",,-,,,,,,,-,-,-,,,,
"Pedlar, Luke",-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Rachele, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Rankine, Izak",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Schoenberg, Harry",-,-,,-,,,-,,,,,,,,
"Sholl, Lachlan",,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sloane, Rory",-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"Smith, Brodie",-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Soligo, Jake",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Thilthorpe, Riley",,4,5,4,10,3,3,11,9,,4,-,7,5,65.0
"Walker, Taylor",3,-,5,1,4,-,5,-,-,,1,2,5,1,27.0
"Worrell, Josh",,,,,,,,,,,-,,-,-,
Totals,40,35,45,34,55,45,52,49,48,72,58,30,49,35,647.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,
