Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Berry, Sam",7,5,3,,,,,,,6,,,,,,,21.0
"Brown, Tyler",2,,,,,,,,,,,,,,,,2.0
"Butts, Jordon",5,,2,2,4,3,4,5,4,2,3,1,2,4,1,,42.0
"Crouch, Matt",,,,,,,,3,,,,,,,,,3.0
"Dawson, Jordan",2,3,12,13,10,4,14,10,12,13,12,8,10,11,6,12,152.0
"Doedee, Tom",8,5,4,5,6,1,8,6,3,,4,-,,,,,50.0
"Fogarty, Darcy",5,5,,,5,3,3,1,5,-,6,9,6,2,4,6,60.0
"Gollant, Lachlan",,,4,4,,,,,,4,,,,,,,12.0
"Himmelberg, Elliott",5,4,,,,,,,,4,,,,,,,13.0
"Hinge, Mitch",4,7,5,6,8,6,6,5,4,1,,6,3,6,6,10,83.0
"Jones, Chayce",,,4,5,11,4,6,7,5,8,4,9,4,8,3,5,83.0
"Keays, Ben",6,6,6,6,6,5,3,6,6,2,12,10,10,16,14,11,125.0
"Laird, Rory",7,15,18,13,18,21,10,9,6,16,13,14,20,16,11,18,225.0
"McAdam, Shane",-,,,,,,,,,,,,,,,,
"McHenry, Ned",,,,8,1,1,,,4,,3,6,3,4,2,5,37.0
"Michalanney, Max",3,5,4,9,4,1,4,5,1,2,2,4,2,2,4,1,53.0
"Milera, Wayne",5,,5,5,9,5,1,6,9,8,5,5,6,4,7,3,83.0
"Murphy, Lachlan",,6,9,4,6,8,3,10,9,7,5,9,7,1,3,2,89.0
"Murray, Nick",2,8,4,3,4,4,4,1,,9,4,3,4,1,1,1,53.0
"OBrien, Reilly",8,12,10,4,9,8,9,8,10,5,9,5,8,7,7,9,128.0
"Parnell, Patrick",,1,,,,,,,5,4,-,,,,,,10.0
"Pedlar, Luke",4,1,6,,4,7,5,3,8,7,8,8,7,5,5,4,82.0
"Rachele, Josh",7,7,5,6,10,4,6,1,3,6,2,6,6,5,13,7,94.0
"Rankine, Izak",6,5,9,9,9,7,8,8,10,6,16,5,11,5,7,4,125.0
"Schoenberg, Harry",2,4,,1,,,3,,,,,,,,,6,16.0
"Sholl, Lachlan",,9,3,8,4,8,6,5,6,2,7,4,4,3,4,3,76.0
"Sloane, Rory",7,7,8,9,8,12,7,7,14,9,7,6,12,7,14,5,139.0
"Smith, Brodie",3,8,5,6,3,7,5,5,8,4,,5,5,7,5,3,79.0
"Soligo, Jake",10,6,3,8,2,15,13,9,6,4,7,5,9,5,5,3,110.0
"Thilthorpe, Riley",,5,9,11,6,6,12,4,5,,8,5,7,5,9,4,96.0
"Walker, Taylor",3,5,8,6,9,5,3,5,9,,4,3,11,6,7,8,92.0
"Worrell, Josh",,,,,,,,,,,8,,7,7,6,8,36.0
Totals,111,139,146,151,156,145,143,129,152,129,149,136,164,137,144,138,2269.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,ES,
