Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Berry, Sam",1,-,-,,,,,,,-,,,,,,,1.0
"Brown, Tyler",-,,,,,,,,,,,,,,,,
"Butts, Jordon",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Crouch, Matt",,,,,,,,-,,,,,,,,,
"Dawson, Jordan",1,-,1,-,1,1,-,-,1,1,-,1,-,-,-,-,7.0
"Doedee, Tom",-,-,-,-,-,-,-,-,-,,-,-,,,,,
"Fogarty, Darcy",-,1,,,3,1,1,-,-,1,1,1,1,-,1,1,12.0
"Gollant, Lachlan",,,1,1,,,,,,2,,,,,,,4.0
"Himmelberg, Elliott",-,-,,,,,,,,-,,,,,,,
"Hinge, Mitch",-,-,-,-,-,-,-,-,-,-,,-,1,-,1,1,3.0
"Jones, Chayce",,,-,-,-,-,2,-,-,1,-,-,-,-,-,-,3.0
"Keays, Ben",1,2,2,2,-,-,-,-,1,1,2,2,-,1,2,-,16.0
"Laird, Rory",2,1,-,1,2,-,-,1,-,-,-,-,-,-,-,-,7.0
"McAdam, Shane",1,,,,,,,,,,,,,,,,1.0
"McHenry, Ned",,,,-,-,-,,,-,,-,-,-,-,-,-,
"Michalanney, Max",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Milera, Wayne",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Lachlan",,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,5.0
"Murray, Nick",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"OBrien, Reilly",1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2.0
"Parnell, Patrick",,-,,,,,,,-,-,-,,,,,,
"Pedlar, Luke",-,2,1,,1,-,2,-,-,-,-,-,2,1,-,-,9.0
"Rachele, Josh",1,1,1,1,-,2,4,-,2,1,-,1,1,3,2,-,20.0
"Rankine, Izak",5,1,-,2,-,-,2,1,-,1,3,2,2,1,-,1,21.0
"Schoenberg, Harry",-,-,,-,,,-,,,,,,,,,-,
"Sholl, Lachlan",,-,1,-,-,-,-,-,1,-,-,-,1,-,2,-,5.0
"Sloane, Rory",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1.0
"Smith, Brodie",-,1,-,-,-,-,-,-,-,-,,-,-,1,-,-,2.0
"Soligo, Jake",1,1,-,-,-,1,1,1,-,-,-,-,1,1,-,-,7.0
"Thilthorpe, Riley",,-,-,-,-,1,1,-,-,,-,1,-,-,-,-,3.0
"Walker, Taylor",2,3,1,-,3,1,-,1,-,,-,-,2,1,3,2,19.0
"Worrell, Josh",,,,,,,,,,,-,,-,-,-,-,
Totals,16,13,8,7,10,8,13,4,6,9,7,8,12,10,12,5,148.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,ES,
