Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Berry, Sam",2,1,2,,,,,,,2,,,,,7.0
"Brown, Tyler",2,,,,,,,,,,,,,,2.0
"Butts, Jordon",-,,2,-,2,1,2,-,2,1,2,4,4,2,22.0
"Crouch, Matt",,,,,,,,1,,,,,,,1.0
"Dawson, Jordan",-,-,1,-,3,6,7,5,8,6,5,6,4,5,56.0
"Doedee, Tom",2,-,2,2,-,2,7,2,2,,3,-,,,22.0
"Fogarty, Darcy",2,2,,,2,1,4,2,-,2,3,2,4,2,26.0
"Gollant, Lachlan",,,1,3,,,,,,1,,,,,5.0
"Himmelberg, Elliott",1,1,,,,,,,,1,,,,,3.0
"Hinge, Mitch",2,2,2,6,3,2,2,1,1,1,,2,1,6,31.0
"Jones, Chayce",,,3,1,5,1,-,3,4,3,1,2,1,2,26.0
"Keays, Ben",1,3,3,1,1,1,4,2,2,1,9,7,2,5,42.0
"Laird, Rory",3,3,4,6,6,5,4,4,3,5,5,2,2,3,55.0
"McAdam, Shane",3,,,,,,,,,,,,,,3.0
"McHenry, Ned",,,,7,1,2,,,3,,2,4,-,1,20.0
"Michalanney, Max",-,2,1,2,2,2,3,3,1,3,2,1,1,2,25.0
"Milera, Wayne",2,,-,1,1,3,3,1,2,5,1,2,1,3,25.0
"Murphy, Lachlan",,1,6,1,3,7,-,3,3,1,4,3,1,2,35.0
"Murray, Nick",-,2,2,1,2,-,-,1,,2,1,1,-,1,13.0
"OBrien, Reilly",4,3,7,4,5,4,4,2,4,4,6,2,4,2,55.0
"Parnell, Patrick",,-,,,,,,,2,3,-,,,,5.0
"Pedlar, Luke",-,3,5,,1,6,4,3,2,3,2,5,3,3,40.0
"Rachele, Josh",3,4,2,6,5,5,3,2,1,3,1,3,3,-,41.0
"Rankine, Izak",4,4,1,4,4,2,3,4,7,3,5,5,6,2,54.0
"Schoenberg, Harry",3,4,,2,,,1,,,,,,,,10.0
"Sholl, Lachlan",,4,2,1,-,2,6,1,-,1,-,-,2,4,23.0
"Sloane, Rory",6,2,2,4,1,1,4,1,6,1,4,5,2,3,42.0
"Smith, Brodie",4,7,4,3,1,2,4,1,3,-,,3,1,1,34.0
"Soligo, Jake",6,2,1,3,3,2,4,4,3,2,4,3,2,1,40.0
"Thilthorpe, Riley",,2,2,1,2,3,1,4,4,,-,3,5,3,30.0
"Walker, Taylor",4,2,5,4,4,3,2,6,3,,3,3,3,3,45.0
"Worrell, Josh",,,,,,,,,,,5,,-,4,9.0
Totals,54,54,60,63,57,63,72,56,66,54,68,68,52,60,847.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,
