Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Berry, Sam",1,1,1,,,,,,,-,,,,,,,3.0
"Brown, Tyler",1,,,,,,,,,,,,,,,,1.0
"Butts, Jordon",-,,2,-,2,-,-,-,1,1,-,3,3,1,-,,13.0
"Crouch, Matt",,,,,,,,-,,,,,,,,,
"Dawson, Jordan",-,-,-,-,1,-,1,1,1,2,1,2,2,1,-,1,13.0
"Doedee, Tom",2,-,1,1,-,1,1,-,1,,1,-,,,,,8.0
"Fogarty, Darcy",2,-,,,-,-,2,1,-,1,2,2,-,-,-,1,11.0
"Gollant, Lachlan",,,1,1,,,,,,1,,,,,,,3.0
"Himmelberg, Elliott",-,1,,,,,,,,-,,,,,,,1.0
"Hinge, Mitch",1,1,-,1,2,2,-,1,-,-,,-,-,-,-,-,8.0
"Jones, Chayce",,,1,-,1,1,-,1,-,1,-,1,-,1,-,-,7.0
"Keays, Ben",-,1,-,-,1,-,1,1,1,-,3,3,-,2,-,-,13.0
"Laird, Rory",1,-,3,3,3,1,-,3,1,3,2,1,-,1,1,3,26.0
"McAdam, Shane",3,,,,,,,,,,,,,,,,3.0
"McHenry, Ned",,,,4,-,2,,,1,,2,2,-,-,2,3,16.0
"Michalanney, Max",-,-,-,-,1,2,-,1,-,2,-,1,1,-,-,-,8.0
"Milera, Wayne",1,,-,-,-,3,-,-,-,1,-,-,1,1,-,-,7.0
"Murphy, Lachlan",,-,4,1,-,2,-,-,1,-,-,-,-,2,1,1,12.0
"Murray, Nick",-,-,-,1,1,-,-,-,,1,1,-,-,1,1,-,6.0
"OBrien, Reilly",-,2,5,2,2,-,2,-,1,2,2,-,1,2,1,-,22.0
"Parnell, Patrick",,-,,,,,,,-,-,-,,,,,,
"Pedlar, Luke",-,2,3,,1,1,1,1,-,1,-,3,-,1,2,-,16.0
"Rachele, Josh",-,-,1,2,1,1,-,1,1,-,-,2,1,-,-,1,11.0
"Rankine, Izak",1,3,-,2,2,-,1,-,2,2,3,2,3,-,2,2,25.0
"Schoenberg, Harry",-,1,,1,,,-,,,,,,,,,-,2.0
"Sholl, Lachlan",,-,2,1,-,-,3,1,-,-,-,-,1,2,-,1,11.0
"Sloane, Rory",3,-,1,2,-,-,2,-,1,1,2,4,2,2,2,1,23.0
"Smith, Brodie",1,2,1,1,-,1,2,-,-,-,,-,-,-,1,-,9.0
"Soligo, Jake",1,-,1,2,2,1,1,-,2,-,-,3,1,1,-,-,15.0
"Thilthorpe, Riley",,1,-,-,1,1,-,3,2,,-,-,2,1,-,1,12.0
"Walker, Taylor",2,1,2,3,1,-,1,5,2,,2,-,1,1,2,1,24.0
"Worrell, Josh",,,,,,,,,,,-,,-,1,-,1,2.0
Totals,20,16,29,28,22,19,18,20,18,19,21,29,19,21,15,17,331.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,ES,
