Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Angwin, Ryan",,,,,,7,7,4,6,1,4,4,4,-,37.0
"Ash, Lachie",11,17,20,15,14,9,19,20,18,12,15,18,13,14,215.0
"Bedford, Toby",,,,,,,6,7,2,6,4,8,6,4,43.0
"Briggs, Kieren",,,,,,,,,,8,13,6,11,7,45.0
"Brown, Callum",,,,,,,7,4,5,,6,7,7,11,47.0
"Buckley, Jack",7,11,7,10,11,8,10,10,7,3,7,7,4,9,111.0
"Cadman, Aaron",,,,,4,3,4,3,2,4,4,2,,-,26.0
"Callaghan, Finn",15,9,5,17,10,10,11,12,16,10,7,11,8,17,158.0
"Coniglio, Stephen",20,10,17,13,17,20,17,12,16,16,15,15,14,18,220.0
"Cumming, Isaac",12,16,15,17,21,7,12,12,,,,,,,112.0
"Daniels, Brent",6,9,7,13,,12,8,7,3,14,11,7,,,97.0
"Fahey, Josh",,,,,,,,,,,1,3,10,,14.0
"Fleeton, Cameron",,,,,,,,,3,5,,,,,8.0
"Flynn, Matt",3,7,7,1,2,6,4,8,9,,,,,,47.0
"Green, Tom",19,14,15,16,8,,15,21,11,13,16,13,14,8,183.0
"Greene, Toby",13,11,3,13,13,15,11,,,10,15,8,15,11,138.0
"Hamilton, Cooper",,8,5,6,8,,,,,,,,,,27.0
"Haynes, Nick",13,11,15,19,10,18,11,18,17,2,,,11,11,156.0
"Himmelberg, Harry",7,4,9,3,6,7,9,12,10,4,,15,12,12,110.0
"Hogan, Jesse",7,11,6,10,11,6,4,10,6,8,14,5,9,,107.0
"Idun, Connor",8,6,6,9,13,11,5,13,7,7,12,8,6,12,123.0
"Keeffe, Lachlan",,,,,,,,,,,3,5,5,9,22.0
"Kelly, Josh",12,,18,13,13,20,13,13,12,11,,,,17,142.0
"Kennedy, Adam",9,7,,3,2,1,,,,,,,,,22.0
"Lloyd, Daniel",4,6,9,8,7,,,5,5,,7,13,12,7,83.0
"OHalloran, Xavier",,,,,9,11,8,6,12,9,7,9,8,6,85.0
"Peatling, James",5,9,3,,2,10,8,6,9,8,4,,,,64.0
"Perryman, Harry",-,,,,,10,12,7,11,11,13,7,9,12,92.0
"Riccardi, Jake",6,5,9,6,,,,,,2,6,4,8,12,58.0
"Rowston, Harry",,3,7,5,2,6,3,,,,,,2,,28.0
"Stone, Conor",,3,3,1,,,,,,,,,,,7.0
"Taylor, Sam",7,5,4,6,8,4,,,,,,,,5,39.0
"Ward, Callan",12,6,9,11,7,4,,4,2,5,15,20,12,10,117.0
"Wehr, Jacob",5,1,,,,,,,,,,,,,6.0
"Whitfield, Lachie",7,,14,20,15,15,13,21,14,12,24,19,19,15,208.0
Totals,208,189,213,235,213,220,217,235,203,181,223,214,219,227,2997.0
Opponent,AD,WC,CA,ES,HW,BL,SY,WB,CW,SK,GE,RI,NM,FR,
