Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 22 Mar 8:10pm,AAMI Stadium,42218,R1,2013,ADE,ESS,82,117
Sat 23 Mar 4:40pm,Domain Stadium,39629,R1,2013,FRE,WCE,108,80
Thu 28 Mar 7:40pm,MCG,80971,R1,2013,CAR,RCH,101,106
Sat 30 Mar 1:40pm,Marvel Stadium,25263,R1,2013,WBD,BRL,127,59
Sat 30 Mar 4:40pm,Accor Stadium,23690,R1,2013,GWS,SYD,76,106
Sat 30 Mar 6:40pm,Heritage Bank Stadium,13832,R1,2013,GCS,STK,90,77
Sun 31 Mar 1:10pm,MCG,22924,R1,2013,MEL,POR,54,133
Sun 31 Mar 4:40pm,Marvel Stadium,41040,R1,2013,NTH,COL,87,103
Mon 1 Apr 3:15pm,MCG,76300,R1,2013,HAW,GEE,86,93
Fri 5 Apr 7:50pm,MCG,56783,R2,2013,STK,RCH,82,99
Sat 6 Apr 1:45pm,SCG,20372,R2,2013,SYD,GCS,114,73
Sat 6 Apr 2:10pm,Marvel Stadium,19210,R2,2013,WBD,FRE,78,106
Sat 6 Apr 3:40pm,Gabba,21308,R2,2013,BRL,ADE,77,96
Sat 6 Apr 7:10pm,AAMI Stadium,25122,R2,2013,POR,GWS,134,78
Sat 6 Apr 7:40pm,MCG,51153,R2,2013,ESS,MEL,184,36
Sun 7 Apr 1:10pm,Marvel Stadium,34152,R2,2013,GEE,NTH,112,108
Sun 7 Apr 2:40pm,Domain Stadium,38389,R2,2013,WCE,HAW,98,148
Sun 7 Apr 3:15pm,MCG,84247,R2,2013,COL,CAR,117,100
Fri 12 Apr 6:40pm,Domain Stadium,35963,R3,2013,FRE,ESS,68,72
Sat 13 Apr 1:45pm,Blundstone Arena,13221,R3,2013,NTH,SYD,92,131
Sat 13 Apr 2:10pm,MCG,18571,R3,2013,MEL,WCE,83,177
Sat 13 Apr 4:40pm,Manuka Oval,11092,R3,2013,GWS,STK,68,140
Sat 13 Apr 7:40pm,Heritage Bank Stadium,12961,R3,2013,GCS,BRL,92,94
Sat 13 Apr 7:40pm,Marvel Stadium,43241,R3,2013,GEE,CAR,119,103
Sun 14 Apr 1:10pm,Marvel Stadium,44045,R3,2013,RCH,WBD,135,68
Sun 14 Apr 3:15pm,MCG,72254,R3,2013,COL,HAW,90,145
Sun 14 Apr 4:10pm,AAMI Stadium,40707,R3,2013,POR,ADE,118,109
Fri 19 Apr 7:50pm,SCG,31060,R4,2013,SYD,GEE,103,124
Sat 20 Apr 1:45pm,UTAS Stadium,12619,R4,2013,HAW,FRE,118,76
Sat 20 Apr 2:10pm,MCG,81950,R4,2013,RCH,COL,79,113
Sat 20 Apr 4:40pm,Marvel Stadium,46965,R4,2013,STK,ESS,91,128
Sat 20 Apr 5:40pm,Domain Stadium,38674,R4,2013,WCE,CAR,65,89
Sat 20 Apr 7:40pm,Heritage Bank Stadium,11332,R4,2013,GCS,POR,66,104
Sun 21 Apr 1:10pm,MCG,20018,R4,2013,MEL,GWS,144,103
Sun 21 Apr 2:45pm,AAMI Stadium,24684,R4,2013,ADE,WBD,80,28
Sun 21 Apr 4:40pm,Marvel Stadium,22776,R4,2013,NTH,BRL,125,62
Thu 25 Apr 2:40pm,MCG,93373,R5,2013,ESS,COL,121,75
