Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Sat 31 Mar,Princes Park,22427,R1,1990,CAR,SYD,99,104
Sat 31 Mar,North Hobart,18960,R1,1990,ESS, Fitzroy,141,60
Sat 31 Mar,Waverley Park,41694,R1,1990,GEE,HAW,77,192
Sat 31 Mar,MCG,23191,R1,1990,NTH,MEL,89,142
Sat 31 Mar,Heritage Bank Stadium,11814,R1,1990,BRL,RCH,133,74
Sun 1 Apr,Domain Stadium,25342,R1,1990,WCE,COL,100,54
Sun 1 Apr,Western Oval,28553,R1,1990,WBD,STK,81,144
Fri 6 Apr,MCG,18105,R2,1990,RCH,NTH,68,209
Sat 7 Apr,Princes Park,6838,R2,1990,Fitzroy ,BRL,98,59
Sat 7 Apr,Waverley Park,44906,R2,1990,CAR,COL,87,122
Sat 7 Apr,MCG,29024,R2,1990,MEL,GEE,128,91
Sat 7 Apr,Heritage Bank Stadium,23161,R2,1990,STK,WCE,127,69
Sun 8 Apr,MCG,55311,R2,1990,ESS,HAW,159,97
Sun 8 Apr,SCG,11051,R2,1990,SYD,WBD,78,140
Sat 14 Apr,Waverley Park,53065,R3,1990,STK,CAR,76,92
Sat 14 Apr,Western Oval,14842,R3,1990,WBD,WCE,59,122
Sat 14 Apr,Princes Park,11698,R3,1990,HAW,RCH,111,81
Sun 15 Apr,Heritage Bank Stadium,8683,R3,1990,BRL,NTH,95,113
Mon 16 Apr,Victoria Park,27839,R3,1990,COL,SYD,128,93
Mon 16 Apr,MCG,59894,R3,1990,MEL,ESS,122,95
Mon 16 Apr,GMHBA Stadium,23031,R3,1990,GEE, Fitzroy,150,77
Fri 20 Apr,WACA,28568,R4,1990,WCE,CAR,120,70
Sat 21 Apr,Princes Park,8649,R4,1990,HAW,BRL,120,38
Sat 21 Apr,Victoria Park,17948,R4,1990,COL,WBD,96,78
Sat 21 Apr,MCG,17975,R4,1990,RCH,ESS,49,127
Sat 21 Apr,Waverley Park,13671,R4,1990,Fitzroy ,MEL,64,89
Sun 22 Apr,MCG,28512,R4,1990,NTH,GEE,112,143
Sun 22 Apr,SCG,11472,R4,1990,SYD,STK,97,131
Wed 25 Apr,Princes Park,24960,R5,1990,CAR,WBD,76,103
Wed 25 Apr,MCG,23078,R5,1990,RCH, Fitzroy,143,64
Sat 28 Apr,MCG,67893,R5,1990,STK,COL,91,92
Sat 28 Apr,Waverley Park,42097,R5,1990,ESS,GEE,81,89
Sat 28 Apr,Princes Park,13144,R5,1990,HAW,NTH,108,78
