Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 28 Mar,MCG,65316,R1,2002,RCH,COL,155,118
Sat 30 Mar,Marvel Stadium,33359,R1,2002,STK,CAR,89,65
Sat 30 Mar,MCG,42746,R1,2002,GEE,ESS,76,126
Sat 30 Mar,AAMI Stadium,28578,R1,2002,POR,NTH,73,83
Sun 31 Mar,SCG,24052,R1,2002,SYD,BRL,87,110
Sun 31 Mar,Domain Stadium,39467,R1,2002,WCE,FRE,137,118
Sun 31 Mar,Marvel Stadium,18475,R1,2002,WBD,ADE,93,112
Mon 1 Apr,MCG,43484,R1,2002,HAW,MEL,103,129
Fri 5 Apr,MCG,67453,R2,2002,ESS,RCH,112,60
Sat 6 Apr,Princes Park,22435,R2,2002,CAR,SYD,33,111
Sat 6 Apr,Marvel Stadium,25985,R2,2002,NTH,WBD,110,97
Sat 6 Apr,MCG,29348,R2,2002,COL,WCE,120,119
Sat 6 Apr,AAMI Stadium,44386,R2,2002,ADE,GEE,110,79
Sun 7 Apr,Gabba,25660,R2,2002,BRL,HAW,148,46
Sun 7 Apr,Domain Stadium,21138,R2,2002,FRE,STK,76,73
Sun 7 Apr,MCG,19611,R2,2002,MEL,POR,109,82
Fri 12 Apr,MCG,63864,R3,2002,CAR,COL,75,55
Sat 13 Apr,MCG,37154,R3,2002,RCH,MEL,96,76
Sat 13 Apr,AAMI Stadium,42246,R3,2002,ADE,SYD,114,84
Sat 13 Apr,Marvel Stadium,27286,R3,2002,NTH,GEE,67,75
Sat 13 Apr,Gabba,35898,R3,2002,BRL,ESS,117,67
Sun 14 Apr,UTAS Stadium,15066,R3,2002,HAW,FRE,89,79
Sun 14 Apr,Domain Stadium,31854,R3,2002,WCE,WBD,113,81
Sun 14 Apr,Marvel Stadium,17641,R3,2002,STK,POR,56,139
Fri 19 Apr,Marvel Stadium,40322,R4,2002,ESS,ADE,122,81
Sat 20 Apr,MCG,48476,R4,2002,COL,HAW,104,63
Sat 20 Apr,Princes Park,9421,R4,2002,MEL,WCE,137,103
Sat 20 Apr,Marvel Stadium,23928,R4,2002,WBD,BRL,78,94
Sat 20 Apr,SCG,23775,R4,2002,SYD,NTH,103,100
Sun 21 Apr,AAMI Stadium,29486,R4,2002,POR,CAR,148,95
Sun 21 Apr,Domain Stadium,23571,R4,2002,FRE,RCH,138,72
Sun 21 Apr,GMHBA Stadium,23563,R4,2002,GEE,STK,166,44
Thu 25 Apr,MCG,84894,R5,2002,COL,ESS,66,33
Fri 26 Apr,Marvel Stadium,30789,R5,2002,WBD,MEL,81,104
Sat 27 Apr,Domain Stadium,33313,R5,2002,WCE,BRL,121,75
Sat 27 Apr,MCG,39694,R5,2002,HAW,RCH,125,83
Sat 27 Apr,Marvel Stadium,21007,R5,2002,STK,SYD,56,56
Sat 27 Apr,AAMI Stadium,49513,R5,2002,ADE,POR,82,90
Sun 28 Apr,GMHBA Stadium,20075,R5,2002,GEE,FRE,111,49
Sun 28 Apr,Marvel Stadium,35138,R5,2002,CAR,NTH,112,131
Fri 3 May,Marvel Stadium,46089,R6,2002,STK,COL,28,111
Sat 4 May,Domain Stadium,25319,R6,2002,FRE,ESS,89,62
Sat 4 May,MCG,33345,R6,2002,NTH,HAW,87,155
Sat 4 May,Marvel Stadium,29783,R6,2002,CAR,WBD,68,96
Sat 4 May,Gabba,27015,R6,2002,BRL,GEE,146,89
Sun 5 May,AAMI Stadium,27056,R6,2002,POR,WCE,133,79
Sun 5 May,SCG,23578,R6,2002,SYD,MEL,99,71
Sun 5 May,Marvel Stadium,23355,R6,2002,RCH,ADE,73,105
Fri 10 May,MCG,55633,R7,2002,ESS,CAR,87,62
Sat 11 May,Domain Stadium,32815,R7,2002,WCE,NTH,139,90
Sat 11 May,AAMI Stadium,44058,R7,2002,ADE,FRE,118,89
Sat 11 May,Marvel Stadium,29303,R7,2002,RCH,SYD,88,82
Sat 11 May,MCG,38709,R7,2002,HAW,GEE,130,78
Sun 12 May,MCG,20892,R7,2002,MEL,STK,105,102
Sun 12 May,Marvel Stadium,34400,R7,2002,WBD,COL,63,73
Sun 12 May,Gabba,24538,R7,2002,BRL,POR,129,72
Fri 17 May,MCG,39142,R8,2002,HAW,CAR,89,80
Sat 18 May,AAMI Stadium,18193,R8,2002,POR,GEE,129,54
Sat 18 May,Domain Stadium,25027,R8,2002,FRE,MEL,94,89
Sat 18 May,Marvel Stadium,46279,R8,2002,COL,BRL,114,111
Sat 18 May,MCG,22647,R8,2002,RCH,WCE,94,73
Sun 19 May,SCG,20934,R8,2002,WBD,SYD,159,90
Sun 19 May,Marvel Stadium,34262,R8,2002,ESS,STK,171,72
Sun 19 May,Manuka Oval,7671,R8,2002,NTH,ADE,110,93
Fri 24 May,AAMI Stadium,35834,R9,2002,POR,COL,91,86
Sat 25 May,GMHBA Stadium,22033,R9,2002,GEE,WBD,105,117
Sat 25 May,MCG,28625,R9,2002,MEL,NTH,111,107
Sat 25 May,Marvel Stadium,30336,R9,2002,STK,RCH,72,63
Sat 25 May,Accor Stadium,54129,R9,2002,SYD,ESS,83,85
Sun 26 May,Princes Park,19305,R9,2002,CAR,ADE,75,131
Sun 26 May,Gabba,21709,R9,2002,BRL,FRE,109,79
Sun 26 May,Domain Stadium,38646,R9,2002,WCE,HAW,126,88
Fri 31 May,MCG,34352,R10,2002,NTH,ESS,92,84
Sat 1 Jun,MCG,31586,R10,2002,RCH,WBD,98,117
Sat 1 Jun,Marvel Stadium,45269,R10,2002,COL,SYD,95,84
Sat 1 Jun,AAMI Stadium,47279,R10,2002,ADE,BRL,101,94
Sat 1 Jun,GMHBA Stadium,20031,R10,2002,GEE,MEL,89,63
Sun 2 Jun,Domain Stadium,27277,R10,2002,FRE,CAR,96,68
Sun 2 Jun,Marvel Stadium,18876,R10,2002,STK,WCE,127,77
Sun 2 Jun,UTAS Stadium,18112,R10,2002,HAW,POR,77,117
Fri 7 Jun,Marvel Stadium,30889,R11,2002,NTH,RCH,95,84
Sat 8 Jun,Domain Stadium,35014,R11,2002,WCE,SYD,102,89
Sat 8 Jun,Marvel Stadium,40044,R11,2002,ESS,POR,49,108
Sat 8 Jun,AAMI Stadium,42162,R11,2002,ADE,HAW,102,58
Sun 9 Jun,Marvel Stadium,37294,R11,2002,GEE,CAR,100,96
Sun 9 Jun,Princes Park,11539,R11,2002,WBD,FRE,145,80
