Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 24 Mar 7:10pm,MCG,60654,R1,2011,CAR,RCH,104,84
Fri 25 Mar 7:40pm,MCG,42869,R1,2011,GEE,STK,48,47
Sat 26 Mar 2:10pm,Marvel Stadium,35773,R1,2011,COL,POR,155,80
Sat 26 Mar 7:10pm,Gabba,23373,R1,2011,BRL,FRE,92,94
Sat 26 Mar 7:10pm,AAMI Stadium,42536,R1,2011,ADE,HAW,105,85
Sun 27 Mar 1:10pm,Marvel Stadium,42617,R1,2011,ESS,WBD,113,58
Sun 27 Mar 2:10pm,MCG,33951,R1,2011,MEL,SYD,84,84
Sun 27 Mar 4:10pm,Domain Stadium,35855,R1,2011,WCE,NTH,92,88
Fri 1 Apr 7:40pm,MCG,41465,R2,2011,STK,RCH,95,95
Sat 2 Apr 2:10pm,Marvel Stadium,40578,R2,2011,NTH,COL,56,143
Sat 2 Apr 2:40pm,AAMI Stadium,23214,R2,2011,POR,WCE,98,116
Sat 2 Apr 5:40pm,Domain Stadium,37004,R2,2011,FRE,GEE,78,89
Sat 2 Apr 6:40pm,Gabba,27914,R2,2011,GCS,CAR,52,171
Sun 3 Apr 1:10pm,Marvel Stadium,22331,R2,2011,WBD,BRL,123,45
Sun 3 Apr 2:10pm,Accor Stadium,28082,R2,2011,SYD,ESS,98,93
Sun 3 Apr 4:40pm,MCG,49905,R2,2011,HAW,MEL,122,77
Fri 8 Apr 7:40pm,MCG,88181,R3,2011,COL,CAR,102,74
Sat 9 Apr 2:10pm,Marvel Stadium,21373,R3,2011,WBD,GCS,122,51
Sat 9 Apr 2:40pm,AAMI Stadium,33414,R3,2011,ADE,FRE,54,79
Sat 9 Apr 5:40pm,Domain Stadium,37288,R3,2011,WCE,SYD,88,101
Sat 9 Apr 7:10pm,MCG,46369,R3,2011,RCH,HAW,52,115
Sun 10 Apr 1:10pm,MCG,24380,R3,2011,MEL,BRL,82,71
Sun 10 Apr 2:10pm,GMHBA Stadium,22420,R3,2011,GEE,POR,122,43
Sun 10 Apr 4:40pm,Marvel Stadium,47762,R3,2011,STK,ESS,84,136
Fri 15 Apr 7:40pm,MCG,58050,R4,2011,RCH,COL,90,161
Sat 16 Apr 2:10pm,UTAS Stadium,15063,R4,2011,HAW,WCE,72,65
Sat 16 Apr 2:10pm,MCG,78065,R4,2011,CAR,ESS,79,79
Sat 16 Apr 7:10pm,SCG,25300,R4,2011,SYD,GEE,54,81
Sat 16 Apr 7:10pm,AAMI Stadium,33143,R4,2011,POR,ADE,98,66
Sun 17 Apr 2:10pm,Gabba,12111,R4,2011,GCS,MEL,69,159
Sun 17 Apr 2:40pm,Domain Stadium,34779,R4,2011,FRE,NTH,127,98
Thu 21 Apr 7:40pm,Gabba,22543,R5,2011,BRL,STK,76,89
Sat 23 Apr 2:40pm,AAMI Stadium,21287,R5,2011,POR,GCS,101,104
Sat 23 Apr 7:10pm,Marvel Stadium,37607,R5,2011,CAR,ADE,85,79
Sun 24 Apr 4:40pm,Marvel Stadium,36461,R5,2011,NTH,RCH,103,112
Mon 25 Apr 2:40pm,MCG,89626,R5,2011,ESS,COL,77,107
Mon 25 Apr 6:40pm,Domain Stadium,37551,R5,2011,FRE,WBD,85,78
Tue 26 Apr 2:40pm,MCG,78579,R5,2011,HAW,GEE,98,117
Thu 28 Apr 6:40pm,Domain Stadium,36298,R6,2011,WCE,MEL,106,52
Fri 29 Apr 7:40pm,SCG,28081,R6,2011,SYD,CAR,71,87
Sat 30 Apr 2:10pm,Marvel Stadium,16014,R6,2011,NTH,POR,133,73
Sat 30 Apr 7:10pm,AAMI Stadium,33854,R6,2011,ADE,STK,90,71
Sat 30 Apr 7:10pm,MCG,37438,R6,2011,RCH,BRL,124,98
Sun 1 May 1:10pm,Marvel Stadium,33710,R6,2011,ESS,GCS,197,58
Sun 1 May 4:40pm,MCG,53776,R6,2011,COL,WBD,105,57
Fri 6 May 8:10pm,AAMI Stadium,21819,R7,2011,POR,HAW,72,104
Sat 7 May 1:10pm,Manuka Oval,10184,R7,2011,WBD,SYD,65,73
Sat 7 May 2:10pm,GMHBA Stadium,23669,R7,2011,GEE,NTH,127,61
Sat 7 May 4:10pm,MCG,34090,R7,2011,RCH,FRE,148,99
Sat 7 May 7:10pm,Gabba,25501,R7,2011,GCS,BRL,124,116
Sun 8 May 1:10pm,Marvel Stadium,33631,R7,2011,ESS,WCE,106,90
Sun 8 May 2:10pm,MCG,19987,R7,2011,MEL,ADE,149,53
Mon 9 May 7:20pm,Marvel Stadium,41576,R7,2011,STK,CAR,81,84
Fri 13 May 7:40pm,MCG,81691,R8,2011,GEE,COL,65,62
Sat 14 May 2:10pm,Marvel Stadium,23536,R8,2011,NTH,MEL,124,83
Sat 14 May 2:40pm,AAMI Stadium,36056,R8,2011,ADE,GCS,130,73
Sat 14 May 7:10pm,Gabba,24921,R8,2011,BRL,ESS,66,102
Sat 14 May 7:10pm,SCG,20719,R8,2011,SYD,POR,121,59
Sun 15 May 1:10pm,MCG,42453,R8,2011,HAW,STK,99,69
Sun 15 May 2:10pm,Marvel Stadium,39141,R8,2011,WBD,RCH,153,118
Sun 15 May 2:40pm,Domain Stadium,40567,R8,2011,WCE,FRE,96,63
Fri 20 May 7:40pm,Marvel Stadium,48429,R9,2011,CAR,GEE,100,102
Sat 21 May 2:10pm,Marvel Stadium,28863,R9,2011,STK,MEL,106,86
Sat 21 May 2:40pm,AAMI Stadium,16274,R9,2011,POR,FRE,90,142
Sat 21 May 7:10pm,Gabba,18404,R9,2011,BRL,NTH,73,59
Sat 21 May 7:40pm,MCG,83563,R9,2011,RCH,ESS,105,89
Sun 22 May 1:10pm,Marvel Stadium,38849,R9,2011,COL,ADE,135,92
Sun 22 May 2:10pm,SCG,33136,R9,2011,SYD,HAW,60,106
Sun 22 May 2:40pm,Domain Stadium,37308,R9,2011,WCE,WBD,175,52
Fri 27 May 7:40pm,MCG,47464,R10,2011,MEL,CAR,46,93
Sat 28 May 1:10pm,Domain Stadium,35483,R10,2011,FRE,STK,56,102
Sat 28 May 2:10pm,Marvel Stadium,24267,R10,2011,NTH,SYD,71,72
Sat 28 May 7:10pm,Heritage Bank Stadium,21485,R10,2011,GCS,GEE,73,139
Sat 28 May 8:10pm,TIO Stadium,11506,R10,2011,RCH,POR,74,89
Sun 29 May 12:40pm,AAMI Stadium,34583,R10,2011,ADE,BRL,61,101
Sun 29 May 2:10pm,MCG,52560,R10,2011,COL,WCE,105,53
Sun 29 May 4:40pm,Marvel Stadium,30747,R10,2011,WBD,HAW,62,91
Fri 3 Jun 7:40pm,MCG,53077,R11,2011,ESS,MEL,68,101
Sat 4 Jun 1:10pm,Domain Stadium,36815,R11,2011,WCE,GCS,85,67
Sat 4 Jun 2:10pm,GMHBA Stadium,25078,R11,2011,GEE,WBD,148,87
Sat 4 Jun 7:10pm,Gabba,22150,R11,2011,BRL,SYD,51,116
Sat 4 Jun 7:10pm,MCG,62991,R11,2011,COL,STK,108,51
Sun 5 Jun 1:10pm,MCG,31925,R11,2011,HAW,FRE,111,89
Sun 5 Jun 2:10pm,Marvel Stadium,18185,R11,2011,NTH,ADE,115,68
Sun 5 Jun 4:10pm,AAMI Stadium,23192,R11,2011,POR,CAR,49,111
Fri 10 Jun 7:40pm,Marvel Stadium,31237,R12,2011,STK,WBD,81,57
Sat 11 Jun 2:40pm,AAMI Stadium,31412,R12,2011,ADE,WCE,67,106
Sat 11 Jun 7:10pm,MCG,63476,R12,2011,GEE,HAW,88,83
Sat 11 Jun 7:10pm,Heritage Bank Stadium,14945,R12,2011,GCS,NTH,63,122
Sun 12 Jun 1:10pm,Marvel Stadium,43617,R12,2011,CAR,BRL,124,63
Sun 12 Jun 2:10pm,SCG,23782,R12,2011,SYD,RCH,75,65
Sun 12 Jun 2:40pm,Domain Stadium,35824,R12,2011,FRE,ESS,98,64
Mon 13 Jun 2:10pm,MCG,75998,R12,2011,MEL,COL,41,129
Fri 17 Jun 7:40pm,Marvel Stadium,19363,R13,2011,WBD,ADE,100,70
Sat 18 Jun 2:10pm,UTAS Stadium,16377,R13,2011,HAW,GCS,129,58
Sat 18 Jun 2:10pm,Marvel Stadium,42329,R13,2011,ESS,NTH,90,111
Sat 18 Jun 7:10pm,MCG,39539,R13,2011,STK,GEE,72,100
Sat 18 Jun 7:10pm,Gabba,21510,R13,2011,BRL,RCH,94,125
Sun 19 Jun 1:10pm,MCG,19092,R13,2011,MEL,FRE,149,60
Sun 19 Jun 2:10pm,Marvel Stadium,42788,R13,2011,CAR,SYD,100,66
Sun 19 Jun 2:40pm,Domain Stadium,35059,R13,2011,WCE,POR,110,88
Fri 24 Jun 7:40pm,MCG,64537,R14,2011,HAW,ESS,146,81
Sat 25 Jun 2:10pm,MCG,61900,R14,2011,RCH,MEL,91,118
Sat 25 Jun 2:10pm,Heritage Bank Stadium,16149,R14,2011,GCS,WBD,88,110
Sat 25 Jun 5:40pm,Domain Stadium,30330,R14,2011,FRE,BRL,88,65
Sat 25 Jun 7:10pm,Accor Stadium,38053,R14,2011,SYD,COL,93,99
Sun 26 Jun 1:10pm,GMHBA Stadium,23246,R14,2011,GEE,ADE,125,73
Sun 26 Jun 2:10pm,Marvel Stadium,38241,R14,2011,CAR,WCE,67,103
Sun 26 Jun 4:10pm,AAMI Stadium,17275,R14,2011,POR,NTH,91,136
Fri 1 Jul 7:40pm,Marvel Stadium,29516,R15,2011,WBD,MEL,127,63
Sat 2 Jul 1:10pm,Domain Stadium,28646,R15,2011,FRE,GCS,112,62
Sat 2 Jul 2:10pm,MCG,59650,R15,2011,RCH,CAR,81,184
Sat 2 Jul 7:10pm,AAMI Stadium,23063,R15,2011,ADE,SYD,57,50
Sat 2 Jul 7:10pm,Marvel Stadium,43806,R15,2011,ESS,GEE,115,111
Sun 3 Jul 1:10pm,Gabba,17276,R15,2011,BRL,POR,99,88
Sun 3 Jul 2:10pm,MCG,83985,R15,2011,COL,HAW,106,65
Sun 3 Jul 4:40pm,Marvel Stadium,29693,R15,2011,NTH,STK,70,79
Fri 8 Jul 6:40pm,Domain Stadium,40164,R16,2011,WCE,GEE,96,88
Sat 9 Jul 2:10pm,UTAS Stadium,14604,R16,2011,HAW,BRL,105,63
Sat 9 Jul 7:10pm,Heritage Bank Stadium,16488,R16,2011,GCS,SYD,36,106
Sat 9 Jul 7:10pm,MCG,55442,R16,2011,ESS,RCH,105,66
Sun 10 Jul 1:10pm,MCG,53601,R16,2011,COL,NTH,147,30
Sun 10 Jul 2:40pm,AAMI Stadium,16887,R16,2011,POR,STK,53,109
Sun 10 Jul 4:40pm,Marvel Stadium,38582,R16,2011,WBD,CAR,96,69
Fri 15 Jul 8:10pm,AAMI Stadium,38118,R17,2011,ADE,ESS,73,84
Sat 16 Jul 2:10pm,Cazaly's Stadium,10832,R17,2011,RCH,GCS,70,85
Sat 16 Jul 2:10pm,MCG,85936,R17,2011,CAR,COL,79,98
Sat 16 Jul 7:10pm,Marvel Stadium,31416,R17,2011,STK,WCE,82,61
Sat 16 Jul 8:10pm,TIO Stadium,7255,R17,2011,MEL,POR,113,92
Sun 17 Jul 1:10pm,SCG,23415,R17,2011,SYD,FRE,87,98
Sun 17 Jul 2:10pm,Gabba,19906,R17,2011,BRL,GEE,104,133
Sun 17 Jul 4:40pm,Marvel Stadium,22754,R17,2011,NTH,WBD,142,111
Fri 22 Jul 7:40pm,Marvel Stadium,26546,R18,2011,STK,ADE,127,24
Sat 23 Jul 2:10pm,Marvel Stadium,20809,R18,2011,NTH,BRL,122,77
Sat 23 Jul 2:10pm,SCG,19449,R18,2011,SYD,WBD,114,75
Sat 23 Jul 7:10pm,MCG,74123,R18,2011,ESS,CAR,79,153
Sat 23 Jul 7:10pm,Heritage Bank Stadium,23302,R18,2011,GCS,COL,75,129
Sun 24 Jul 1:10pm,Marvel Stadium,33761,R18,2011,GEE,RCH,113,51
Sun 24 Jul 2:10pm,MCG,39782,R18,2011,MEL,HAW,78,132
Sun 24 Jul 2:40pm,Domain Stadium,41055,R18,2011,FRE,WCE,64,65
Fri 29 Jul 7:40pm,Marvel Stadium,41332,R19,2011,NTH,CAR,62,80
Sat 30 Jul 2:10pm,GMHBA Stadium,22716,R19,2011,GEE,MEL,233,47
Sat 30 Jul 2:10pm,Marvel Stadium,20883,R19,2011,WBD,WCE,95,103
Sat 30 Jul 5:40pm,Domain Stadium,30937,R19,2011,FRE,HAW,44,95
Sat 30 Jul 7:10pm,Heritage Bank Stadium,17482,R19,2011,GCS,STK,54,74
Sun 31 Jul 2:10pm,MCG,73163,R19,2011,COL,ESS,166,92
Sun 31 Jul 4:10pm,AAMI Stadium,40586,R19,2011,ADE,POR,111,79
Fri 5 Aug 7:40pm,Marvel Stadium,26181,R20,2011,STK,FRE,113,72
Sat 6 Aug 2:10pm,GMHBA Stadium,24588,R20,2011,GEE,GCS,188,38
Sat 6 Aug 2:10pm,MCG,42342,R20,2011,CAR,MEL,134,58
Sat 6 Aug 7:10pm,AAMI Stadium,21863,R20,2011,POR,COL,21,159
Sat 6 Aug 7:10pm,Marvel Stadium,38722,R20,2011,ESS,SYD,100,99
Sun 7 Aug 1:10pm,Gabba,17930,R20,2011,BRL,ADE,105,110
Sun 7 Aug 2:10pm,UTAS Stadium,16820,R20,2011,HAW,NTH,103,86
Sun 7 Aug 2:40pm,Domain Stadium,38106,R20,2011,WCE,RCH,147,90
Fri 12 Aug 7:40pm,Marvel Stadium,46505,R21,2011,STK,COL,70,89
Sat 13 Aug 1:10pm,Domain Stadium,34737,R21,2011,FRE,CAR,85,115
Sat 13 Aug 2:10pm,MCG,27532,R21,2011,HAW,POR,197,32
Sat 13 Aug 7:10pm,Gabba,23565,R21,2011,BRL,GCS,123,61
Sat 13 Aug 7:10pm,Marvel Stadium,38986,R21,2011,WBD,ESS,101,150
Sun 14 Aug 1:10pm,Marvel Stadium,15739,R21,2011,MEL,WCE,62,110
Sun 14 Aug 2:10pm,MCG,34337,R21,2011,RCH,SYD,99,56
Sun 14 Aug 4:10pm,AAMI Stadium,33576,R21,2011,ADE,GEE,85,96
Fri 19 Aug 7:40pm,Marvel Stadium,52052,R22,2011,CAR,HAW,66,78
Sat 20 Aug 1:10pm,Domain Stadium,38253,R22,2011,WCE,ESS,134,77
Sat 20 Aug 2:10pm,Heritage Bank Stadium,16168,R22,2011,GCS,ADE,64,125
Sat 20 Aug 7:10pm,MCG,47788,R22,2011,COL,BRL,102,84
Sat 20 Aug 7:10pm,Marvel Stadium,17581,R22,2011,NTH,FRE,143,45
Sun 21 Aug 1:10pm,Accor Stadium,25025,R22,2011,SYD,STK,83,68
Sun 21 Aug 2:40pm,AAMI Stadium,14169,R22,2011,POR,WBD,97,157
Sun 21 Aug 4:40pm,MCG,36321,R22,2011,MEL,RCH,110,117
Fri 26 Aug 6:40pm,Domain Stadium,31985,R23,2011,FRE,COL,52,132
Sat 27 Aug 2:10pm,GMHBA Stadium,25900,R23,2011,GEE,SYD,86,99
Sat 27 Aug 2:10pm,MCG,42198,R23,2011,HAW,WBD,113,67
Sat 27 Aug 7:10pm,Marvel Stadium,35848,R23,2011,STK,NTH,135,70
Sat 27 Aug 7:10pm,Gabba,13500,R23,2011,BRL,WCE,81,89
Sun 28 Aug 12:40pm,AAMI Stadium,38023,R23,2011,ADE,RCH,99,121
Sun 28 Aug 2:10pm,MCG,21534,R23,2011,MEL,GCS,112,82
Sun 28 Aug 4:40pm,Marvel Stadium,34849,R23,2011,ESS,POR,120,113
