Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 22 Mar,AAMI Stadium,44902,R1,1991,ADE,HAW,155,69
Sat 23 Mar,Waverley Park,33192,R1,1991,STK,RCH,107,82
Sun 24 Mar,Domain Stadium,26105,R1,1991,WCE,MEL,99,20
Sun 24 Mar,Waverley Park,38861,R1,1991,WBD,COL,76,146
Sat 30 Mar,Princes Park,11278,R2,1991,Fitzroy ,MEL,49,180
Sat 30 Mar,Waverley Park,39266,R2,1991,COL,WCE,58,85
Sat 30 Mar,Heritage Bank Stadium,5724,R2,1991,BRL,NTH,58,104
Sun 31 Mar,AAMI Stadium,43850,R2,1991,ADE,CAR,81,104
Mon 1 Apr,Princes Park,13815,R2,1991,HAW,SYD,166,75
Mon 1 Apr,GMHBA Stadium,26303,R2,1991,GEE,STK,130,104
Mon 1 Apr,MCG,31793,R2,1991,RCH,ESS,109,113
Sat 6 Apr,Waverley Park,25960,R3,1991,HAW,RCH,136,79
Sat 6 Apr,Victoria Park,24691,R3,1991,COL, Fitzroy,117,58
Sat 6 Apr,MCG,24961,R3,1991,NTH,ESS,94,167
Sat 6 Apr,Princes Park,16651,R3,1991,CAR,BRL,127,70
Sun 7 Apr,MCG,27266,R3,1991,MEL,STK,145,154
Sun 7 Apr,Western Oval,20875,R3,1991,WBD,GEE,68,117
Sun 7 Apr,SCG,10649,R3,1991,SYD,ADE,108,132
Fri 12 Apr,WACA,28362,R4,1991,WCE,NTH,127,55
Sat 13 Apr,MCG,17294,R4,1991,RCH,SYD,127,164
Sat 13 Apr,Princes Park,10351,R4,1991,Fitzroy ,WBD,90,106
Sat 13 Apr,Moorabbin Oval,31213,R4,1991,STK,COL,94,94
Sat 13 Apr,Waverley Park,32573,R4,1991,MEL,CAR,155,110
Sat 13 Apr,North Hobart,20197,R4,1991,ESS,ADE,92,47
Sun 14 Apr,Gabba,12654,R4,1991,BRL,GEE,88,190
Fri 19 Apr,SCG,13140,R5,1991,SYD,ESS,130,161
Sat 20 Apr,MCG,22928,R5,1991,MEL,NTH,182,112
Sat 20 Apr,Waverley Park,21448,R5,1991,WBD,HAW,118,107
Sat 20 Apr,Princes Park,12124,R5,1991,Fitzroy ,RCH,89,113
Sat 20 Apr,Victoria Park,20403,R5,1991,COL,BRL,115,93
Sun 21 Apr,GMHBA Stadium,27365,R5,1991,GEE,CAR,95,58
Sun 21 Apr,Domain Stadium,34704,R5,1991,WCE,ADE,130,65
Thu 25 Apr,MCG,15664,R6,1991,NTH,SYD,188,134
Thu 25 Apr,Waverley Park,55735,R6,1991,COL,MEL,77,113
Sat 27 Apr,Waverley Park,33905,R6,1991,GEE,WCE,89,134
Sat 27 Apr,Princes Park,29005,R6,1991,CAR,STK,94,60
Sat 27 Apr,Heritage Bank Stadium,9253,R6,1991,BRL,ESS,83,114
Sun 28 Apr,Moorabbin Oval,13335,R6,1991,Fitzroy ,HAW,74,231
Sun 28 Apr,AAMI Stadium,36695,R6,1991,ADE,WBD,128,97
Fri 3 May,MCG,13111,R7,1991,NTH, Fitzroy,141,97
Sat 4 May,Princes Park,18585,R7,1991,HAW,WCE,62,144
Sat 4 May,Waverley Park,47651,R7,1991,ESS,CAR,115,94
Sat 4 May,MCG,14722,R7,1991,MEL,BRL,126,113
Sat 4 May,Moorabbin Oval,25057,R7,1991,STK,ADE,162,31
Sun 5 May,Western Oval,18644,R7,1991,WBD,RCH,133,101
Sun 5 May,SCG,11244,R7,1991,SYD,GEE,144,98
Sat 11 May,GMHBA Stadium,17746,R8,1991,GEE,NTH,119,150
Sat 11 May,Princes Park,7416,R8,1991,Fitzroy ,SYD,70,147
Sat 11 May,North Hobart,21438,R8,1991,ESS,WCE,87,94
Sat 11 May,MCG,23617,R8,1991,MEL,WBD,121,82
Sat 11 May,Waverley Park,29727,R8,1991,HAW,CAR,122,78
Sun 12 May,Gabba,9828,R8,1991,BRL,STK,79,148
Sun 12 May,MCG,28322,R8,1991,RCH,COL,159,102
Fri 17 May,MCG,16175,R9,1991,NTH,ADE,120,118
Sat 18 May,Victoria Park,26262,R9,1991,COL,GEE,90,132
Sat 18 May,Princes Park,23087,R9,1991,CAR,RCH,93,81
Sat 18 May,Waverley Park,40537,R9,1991,HAW,ESS,103,87
Sat 18 May,Western Oval,10585,R9,1991,WBD,BRL,101,96
Sun 19 May,SCG,13284,R9,1991,SYD,STK,113,119
Sun 19 May,Domain Stadium,23586,R9,1991,WCE, Fitzroy,125,26
Fri 24 May,AAMI Stadium,43722,R10,1991,ADE,MEL,106,72
Sat 25 May,Princes Park,10214,R10,1991,Fitzroy ,GEE,127,106
Sat 25 May,Waverley Park,45595,R10,1991,COL,HAW,108,151
Sat 25 May,MCG,17254,R10,1991,NTH,WBD,141,127
Sat 25 May,Moorabbin Oval,33832,R10,1991,STK,ESS,81,109
Sun 26 May,Heritage Bank Stadium,7330,R10,1991,BRL,RCH,75,82
Sun 26 May,Domain Stadium,33498,R10,1991,WCE,SYD,106,72
Sat 1 Jun,Waverley Park,15476,R11,1991,RCH,WCE,80,117
Sat 1 Jun,Princes Park,20832,R11,1991,HAW,STK,77,103
Sat 1 Jun,North Hobart,21635,R11,1991,ESS,MEL,86,80
Sat 1 Jun,MCG,28299,R11,1991,NTH,COL,130,114
Sat 1 Jun,GMHBA Stadium,17644,R11,1991,GEE,ADE,177,93
Sun 2 Jun,Western Oval,16036,R11,1991,WBD,CAR,57,16
Sun 2 Jun,SCG,7657,R11,1991,SYD,BRL,121,168
Sat 8 Jun,Waverley Park,39832,R12,1991,CAR,COL,82,62
Sat 8 Jun,Western Oval,11236,R12,1991,WBD,SYD,35,35
Sun 9 Jun,Heritage Bank Stadium,5728,R12,1991,BRL,WCE,93,145
Sun 9 Jun,AAMI Stadium,31273,R12,1991,ADE, Fitzroy,50,47
Mon 10 Jun,MCG,29415,R12,1991,MEL,RCH,90,96
Mon 10 Jun,Princes Park,23123,R12,1991,HAW,GEE,96,136
Mon 10 Jun,Moorabbin Oval,31242,R12,1991,STK,NTH,101,66
Fri 14 Jun,WACA,25117,R13,1991,WCE,WBD,165,47
Sat 15 Jun,Waverley Park,41948,R13,1991,ESS,COL,74,76
Sat 15 Jun,Princes Park,5741,R13,1991,HAW,BRL,149,62
Sat 15 Jun,MCG,16235,R13,1991,RCH,ADE,47,85
Sun 16 Jun,SCG,12769,R13,1991,SYD,CAR,124,110
Sun 16 Jun,MCG,40930,R13,1991,MEL,GEE,104,134
Sun 16 Jun,Moorabbin Oval,13746,R13,1991,Fitzroy ,STK,98,111
Fri 21 Jun,MCG,23353,R14,1991,RCH,NTH,128,172
Sat 22 Jun,Waverley Park,30664,R14,1991,MEL,HAW,77,127
Sat 22 Jun,Victoria Park,22332,R14,1991,COL,SYD,143,44
Sat 22 Jun,North Hobart,16519,R14,1991,ESS, Fitzroy,122,83
Sat 22 Jun,Moorabbin Oval,23963,R14,1991,STK,WBD,102,69
Sat 22 Jun,Princes Park,19588,R14,1991,CAR,WCE,83,80
Sun 23 Jun,AAMI Stadium,35355,R14,1991,ADE,BRL,156,90
Fri 28 Jun,MCG,25819,R15,1991,NTH,HAW,115,179
Sat 29 Jun,Waverley Park,22688,R15,1991,GEE,RCH,131,98
Sat 29 Jun,Western Oval,17536,R15,1991,WBD,ESS,89,43
Sat 29 Jun,Princes Park,15147,R15,1991,Fitzroy ,CAR,41,60
Sat 29 Jun,Victoria Park,25164,R15,1991,COL,ADE,160,37
Sun 30 Jun,Domain Stadium,42255,R15,1991,WCE,STK,137,93
Sun 30 Jun,SCG,10569,R15,1991,SYD,MEL,94,177
Sat 6 Jul,Waverley Park,21715,R16,1991,HAW,ADE,158,95
