Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 26 Mar 7:45pm,MCG,55622,R1,2004,RCH,COL,97,57
Sat 27 Mar 1:15pm,Domain Stadium,34177,R1,2004,FRE,CAR,107,60
Sat 27 Mar 2:15pm,MCG,38351,R1,2004,HAW,MEL,119,70
Sat 27 Mar 7:10pm,Gabba,34028,R1,2004,BRL,SYD,80,78
Sat 27 Mar 7:15pm,Marvel Stadium,35042,R1,2004,STK,GEE,122,61
Sun 28 Mar 12:45pm,AAMI Stadium,28413,R1,2004,POR,ESS,158,62
Sun 28 Mar 2:15pm,MCG,19231,R1,2004,NTH,ADE,149,74
Sun 28 Mar 2:15pm,Marvel Stadium,18841,R1,2004,WBD,WCE,137,144
Fri 2 Apr 7:40pm,MCG,33406,R2,2004,MEL,RCH,135,76
Sat 3 Apr 2:10pm,MCG,40044,R2,2004,COL,WBD,106,97
Sat 3 Apr 2:10pm,AAMI Stadium,41095,R2,2004,ADE,BRL,83,104
Sat 3 Apr 5:40pm,Domain Stadium,39760,R2,2004,WCE,POR,115,118
Sat 3 Apr 7:10pm,Marvel Stadium,44876,R2,2004,ESS,STK,60,94
Sun 4 Apr 1:10pm,SCG,21366,R2,2004,SYD,FRE,102,71
Sun 4 Apr 2:10pm,Princes Park,25037,R2,2004,CAR,GEE,104,50
Sun 4 Apr 2:10pm,MCG,35305,R2,2004,HAW,NTH,74,103
Thu 8 Apr 7:40pm,Gabba,36467,R3,2004,BRL,COL,137,77
Sat 10 Apr 2:10pm,MCG,36273,R3,2004,NTH,CAR,111,106
Sat 10 Apr 7:10pm,SCG,25451,R3,2004,SYD,GEE,73,67
Sat 10 Apr 7:10pm,Marvel Stadium,33195,R3,2004,ESS,WCE,137,131
Sun 11 Apr 12:40pm,AAMI Stadium,27421,R3,2004,POR,HAW,171,90
Sun 11 Apr 2:10pm,MCG,27767,R3,2004,WBD,MEL,87,97
Sun 11 Apr 2:10pm,Domain Stadium,32575,R3,2004,FRE,ADE,73,64
Mon 12 Apr 2:10pm,Marvel Stadium,43468,R3,2004,STK,RCH,114,69
Fri 16 Apr 7:40pm,MCG,60864,R4,2004,CAR,ESS,80,117
Sat 17 Apr 2:10pm,MCG,20093,R4,2004,MEL,POR,124,71
Sat 17 Apr 2:10pm,Domain Stadium,39666,R4,2004,WCE,BRL,79,76
Sat 17 Apr 7:10pm,Marvel Stadium,31375,R4,2004,GEE,RCH,127,78
Sat 17 Apr 7:10pm,AAMI Stadium,42219,R4,2004,ADE,STK,98,113
Sun 18 Apr 1:10pm,Manuka Oval,14891,R4,2004,NTH,SYD,70,121
Sun 18 Apr 2:10pm,Marvel Stadium,34416,R4,2004,COL,FRE,54,88
Sun 18 Apr 2:10pm,MCG,24959,R4,2004,HAW,WBD,97,109
Fri 23 Apr 7:40pm,Marvel Stadium,25267,R5,2004,RCH,ADE,59,134
Sat 24 Apr 2:10pm,Princes Park,18018,R5,2004,CAR,WCE,92,43
Sat 24 Apr 2:10pm,Marvel Stadium,38896,R5,2004,STK,NTH,130,65
Sat 24 Apr 7:10pm,Gabba,34526,R5,2004,BRL,HAW,110,62
Sat 24 Apr 7:20pm,Accor Stadium,33127,R5,2004,SYD,MEL,99,111
Sun 25 Apr 1:10pm,MCG,57294,R5,2004,COL,ESS,79,112
Sun 25 Apr 2:10pm,Domain Stadium,35021,R5,2004,FRE,GEE,117,91
Sun 25 Apr 2:45pm,AAMI Stadium,26839,R5,2004,POR,WBD,119,64
Fri 30 Apr 7:40pm,Marvel Stadium,37947,R6,2004,RCH,HAW,84,83
Sat 1 May 2:10pm,MCG,38946,R6,2004,ESS,SYD,108,98
Sat 1 May 2:10pm,Manuka Oval,7222,R6,2004,NTH,WBD,119,120
Sat 1 May 5:40pm,Domain Stadium,42135,R6,2004,WCE,FRE,73,83
Sat 1 May 7:10pm,Marvel Stadium,52539,R6,2004,STK,BRL,92,91
Sun 2 May 1:10pm,GMHBA Stadium,18224,R6,2004,GEE,ADE,101,58
Sun 2 May 2:10pm,MCG,38799,R6,2004,MEL,CAR,160,55
Sun 2 May 2:45pm,AAMI Stadium,31174,R6,2004,POR,COL,101,84
Fri 7 May 7:40pm,Marvel Stadium,45119,R7,2004,WBD,ESS,95,121
Sat 8 May 2:10pm,Domain Stadium,39931,R7,2004,FRE,STK,72,95
Sat 8 May 2:10pm,MCG,56617,R7,2004,CAR,COL,89,80
Sat 8 May 7:10pm,Marvel Stadium,27511,R7,2004,NTH,BRL,76,120
Sat 8 May 7:10pm,AAMI Stadium,44733,R7,2004,POR,ADE,87,119
Sun 9 May 1:10pm,SCG,23014,R7,2004,SYD,RCH,54,67
Sun 9 May 2:10pm,MCG,21145,R7,2004,MEL,WCE,122,73
Sun 9 May 5:10pm,Marvel Stadium,28612,R7,2004,HAW,GEE,52,108
Fri 14 May 8:10pm,AAMI Stadium,46309,R8,2004,ADE,ESS,84,135
Sat 15 May 2:10pm,MCG,33960,R8,2004,RCH,WBD,105,82
Sat 15 May 2:10pm,Domain Stadium,38870,R8,2004,WCE,SYD,124,97
Sat 15 May 7:10pm,Gabba,34368,R8,2004,BRL,CAR,140,102
Sat 15 May 7:10pm,Marvel Stadium,47898,R8,2004,STK,COL,138,91
Sun 16 May 1:10pm,UTAS Stadium,14554,R8,2004,HAW,FRE,70,61
Sun 16 May 2:10pm,Marvel Stadium,16910,R8,2004,NTH,POR,140,48
Sun 16 May 2:10pm,GMHBA Stadium,21157,R8,2004,GEE,MEL,101,87
Fri 21 May 7:40pm,Marvel Stadium,37881,R9,2004,COL,ADE,68,65
