Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Sat 7 Apr 7:25pm,SCG,34711,R3,2018,SYD,GWS,103,87
Sat 7 Apr 7:25pm,Marvel Stadium,19324,R3,2018,STK,ADE,55,104
Sun 8 Apr 1:10pm,MCG,70701,R3,2018,RCH,HAW,102,89
Sun 8 Apr 2:40pm,Optus Stadium,54535,R3,2018,WCE,GEE,95,80
Sun 8 Apr 3:20pm,Marvel Stadium,40499,R3,2018,WBD,ESS,104,83
Fri 13 Apr 7:20pm,Adelaide Oval,45495,R4,2018,ADE,COL,58,106
Sat 14 Apr 1:45pm,Manuka Oval,11356,R4,2018,GWS,FRE,82,51
Sat 14 Apr 2:10pm,MCG,32870,R4,2018,RCH,BRL,110,17
Sat 14 Apr 4:35pm,Marvel Stadium,28058,R4,2018,WBD,SYD,79,86
Sat 14 Apr 6:10pm,Optus Stadium,51774,R4,2018,WCE,GCS,139,59
Sat 14 Apr 7:25pm,Blundstone Arena,14266,R4,2018,NTH,CAR,116,30
Sun 15 Apr 1:10pm,Marvel Stadium,30900,R4,2018,ESS,POR,106,84
Sun 15 Apr 3:20pm,MCG,41973,R4,2018,HAW,MEL,115,48
Sun 15 Apr 4:40pm,GMHBA Stadium,27338,R4,2018,GEE,STK,103,56
Fri 20 Apr 7:50pm,SCG,38017,R5,2018,SYD,ADE,75,85
Sat 21 Apr 1:45pm,Marvel Stadium,14956,R5,2018,STK,GWS,73,73
Sat 21 Apr 4:35pm,MCG,27900,R5,2018,CAR,WCE,69,79
Sat 21 Apr 6:15pm,Optus Stadium,43056,R5,2018,FRE,WBD,108,54
Sat 21 Apr 7:10pm,Adelaide Oval,45372,R5,2018,POR,GEE,50,84
Sun 22 Apr 3:20pm,Marvel Stadium,27981,R5,2018,NTH,HAW,98,70
Sun 22 Apr 4:45pm,Gabba,16087,R5,2018,BRL,GCS,71,76
Tue 24 Apr 7:25pm,MCG,77071,R5,2018,MEL,RCH,56,102
Wed 25 Apr 3:20pm,MCG,91440,R5,2018,COL,ESS,101,52
Fri 27 Apr 7:50pm,Marvel Stadium,33915,R6,2018,WBD,CAR,80,59
Sat 28 Apr 1:45pm,GMHBA Stadium,31036,R6,2018,GEE,SYD,69,86
Sat 28 Apr 2:10pm,Marvel Stadium,17617,R6,2018,NTH,POR,69,102
Sat 28 Apr 4:35pm,GIANTS Stadium,10046,R6,2018,GWS,BRL,77,43
Sat 28 Apr 7:10pm,Adelaide Oval,44835,R6,2018,ADE,GCS,110,62
Sat 28 Apr 7:25pm,UTAS Stadium,15741,R6,2018,HAW,STK,89,54
Sun 29 Apr 1:10pm,Marvel Stadium,35964,R6,2018,ESS,MEL,72,108
Sun 29 Apr 2:40pm,Optus Stadium,56521,R6,2018,FRE,WCE,81,89
Sun 29 Apr 3:20pm,MCG,72157,R6,2018,COL,RCH,70,113
Fri 4 May 7:50pm,GMHBA Stadium,25079,R7,2018,GEE,GWS,93,32
Sat 5 May 1:45pm,Mars Stadium,6833,R7,2018,WBD,GCS,81,72
Sat 5 May 2:10pm,MCG,53018,R7,2018,ESS,HAW,67,90
Sat 5 May 2:35pm,Optus Stadium,50516,R7,2018,WCE,POR,102,60
Sat 5 May 7:10pm,Adelaide Oval,47422,R7,2018,ADE,CAR,125,70
Sat 5 May 7:25pm,SCG,29124,R7,2018,SYD,NTH,66,68
Sun 6 May 1:10pm,MCG,43240,R7,2018,RCH,FRE,110,33
Sun 6 May 3:20pm,Marvel Stadium,25496,R7,2018,STK,MEL,67,106
Sun 6 May 4:40pm,Gabba,21850,R7,2018,BRL,COL,114,121
Fri 11 May 7:50pm,MCG,32784,R8,2018,HAW,SYD,71,79
Sat 12 May 1:45pm,GIANTS Stadium,9253,R8,2018,GWS,WCE,61,86
Sat 12 May 2:10pm,MCG,44669,R8,2018,CAR,ESS,91,78
Sat 12 May 4:35pm,Gabba,6060,R8,2018,GCS,MEL,77,146
Sat 12 May 4:40pm,Adelaide Oval,50967,R8,2018,POR,ADE,95,90
Sat 12 May 6:10pm,Optus Stadium,41752,R8,2018,FRE,STK,89,59
Sat 12 May 7:25pm,Marvel Stadium,20865,R8,2018,WBD,BRL,107,93
Sun 13 May 1:10pm,Marvel Stadium,29153,R8,2018,NTH,RCH,72,82
Sun 13 May 3:20pm,MCG,44602,R8,2018,COL,GEE,45,66
Fri 18 May 7:20pm,Adelaide Oval,39407,R9,2018,ADE,WBD,63,26
Sat 19 May 1:15pm,Jiangwan Stadium,10689,R9,2018,GCS,POR,42,82
Sat 19 May 1:45pm,Blundstone Arena,7194,R9,2018,NTH,GWS,112,69
Sat 19 May 4:35pm,MCG,50228,R9,2018,ESS,GEE,84,50
Sat 19 May 7:25pm,SCG,27481,R9,2018,SYD,FRE,111,52
Sat 19 May 7:25pm,Marvel Stadium,33994,R9,2018,STK,COL,72,100
Sun 20 May 1:10pm,MCG,44142,R9,2018,CAR,MEL,50,159
Sun 20 May 2:40pm,Optus Stadium,57616,R9,2018,WCE,RCH,130,83
Sun 20 May 3:20pm,Gabba,20628,R9,2018,BRL,HAW,129,73
Fri 25 May 7:50pm,Marvel Stadium,37985,R10,2018,COL,WBD,90,55
Sat 26 May 1:45pm,MCG,48850,R10,2018,RCH,STK,105,77
Sat 26 May 4:35pm,Gabba,18702,R10,2018,BRL,SYD,49,67
Sat 26 May 7:25pm,GIANTS Stadium,10789,R10,2018,GWS,ESS,60,95
Sat 26 May 7:25pm,GMHBA Stadium,31090,R10,2018,GEE,CAR,73,45
Sun 27 May 1:10pm,Marvel Stadium,28077,R10,2018,HAW,WCE,60,75
Sun 27 May 2:40pm,Optus Stadium,37575,R10,2018,FRE,NTH,58,86
Sun 27 May 2:50pm,TIO Traegar Park,6989,R10,2018,MEL,ADE,146,55
Fri 1 Jun 7:50pm,SCG,27351,R11,2018,SYD,CAR,91,61
Sat 2 Jun 1:45pm,Marvel Stadium,28485,R11,2018,WBD,MEL,51,100
Sat 2 Jun 2:10pm,UTAS Stadium,13007,R11,2018,HAW,POR,64,61
Sat 2 Jun 4:35pm,Heritage Bank Stadium,17490,R11,2018,GCS,GEE,36,121
Sat 2 Jun 6:10pm,Optus Stadium,54188,R11,2018,WCE,STK,101,88
Sat 2 Jun 7:25pm,MCG,81046,R11,2018,ESS,RCH,43,114
Sun 3 Jun 1:10pm,Marvel Stadium,22133,R11,2018,NTH,BRL,141,87
Sun 3 Jun 3:20pm,MCG,34542,R11,2018,COL,FRE,138,77
Sun 3 Jun 4:10pm,Adelaide Oval,44120,R11,2018,ADE,GWS,81,97
Fri 8 Jun 7:20pm,Adelaide Oval,39936,R12,2018,POR,RCH,72,58
Sat 9 Jun 1:45pm,GMHBA Stadium,31265,R12,2018,GEE,NTH,96,59
Sat 9 Jun 4:35pm,GIANTS Stadium,7131,R12,2018,GWS,GCS,134,26
Sat 9 Jun 7:25pm,Marvel Stadium,27569,R12,2018,STK,SYD,55,126
Sun 10 Jun 1:10pm,Gabba,20476,R12,2018,BRL,ESS,62,84
Sun 10 Jun 2:40pm,Optus Stadium,33421,R12,2018,FRE,ADE,71,68
Mon 11 Jun 3:20pm,MCG,83518,R12,2018,MEL,COL,91,133
Thu 14 Jun 7:20pm,Adelaide Oval,26137,R13,2018,POR,WBD,132,75
Fri 15 Jun 7:50pm,SCG,36402,R13,2018,SYD,WCE,72,57
Sat 16 Jun 1:45pm,Marvel Stadium,21430,R13,2018,CAR,FRE,46,103
Sat 16 Jun 4:35pm,Heritage Bank Stadium,10181,R13,2018,GCS,STK,78,80
Sat 16 Jun 7:25pm,MCG,26693,R13,2018,HAW,ADE,88,32
Sun 17 Jun 3:20pm,MCG,46423,R13,2018,GEE,RCH,65,83
Thu 21 Jun 6:10pm,Optus Stadium,51409,R14,2018,WCE,ESS,52,80
Fri 22 Jun 7:20pm,Adelaide Oval,40751,R14,2018,POR,MEL,75,65
Sat 23 Jun 1:45pm,UTAS Stadium,9007,R14,2018,HAW,GCS,96,43
Sat 23 Jun 4:35pm,Gabba,11267,R14,2018,BRL,GWS,82,109
Sat 23 Jun 7:25pm,Marvel Stadium,26301,R14,2018,WBD,NTH,75,77
Sun 24 Jun 3:20pm,MCG,53706,R14,2018,COL,CAR,79,59
Thu 28 Jun 7:20pm,Marvel Stadium,43519,R15,2018,RCH,SYD,93,67
Fri 29 Jun 7:50pm,Marvel Stadium,29499,R15,2018,WBD,GEE,103,101
Sat 30 Jun 1:45pm,MCG,26562,R15,2018,CAR,POR,69,90
Sat 30 Jun 4:05pm,Adelaide Oval,44771,R15,2018,ADE,WCE,88,78
Sat 30 Jun 7:25pm,GIANTS Stadium,10866,R15,2018,GWS,HAW,95,84
Sat 30 Jun 7:25pm,Heritage Bank Stadium,13637,R15,2018,GCS,COL,60,99
Sun 1 Jul 1:10pm,MCG,38910,R15,2018,MEL,STK,117,119
Sun 1 Jul 2:40pm,Optus Stadium,41674,R15,2018,FRE,BRL,64,119
Sun 1 Jul 3:20pm,Marvel Stadium,45580,R15,2018,ESS,NTH,125,108
Thu 5 Jul 7:20pm,SCG,34363,R16,2018,SYD,GEE,59,71
Fri 6 Jul 7:50pm,MCG,54934,R16,2018,RCH,ADE,103,56
Sat 7 Jul 1:45pm,Gabba,21074,R16,2018,BRL,CAR,120,55
Sat 7 Jul 4:05pm,Adelaide Oval,36253,R16,2018,POR,STK,86,50
Sat 7 Jul 7:10pm,TIO Stadium,8689,R16,2018,MEL,FRE,102,48
Sat 7 Jul 7:25pm,Marvel Stadium,35320,R16,2018,WBD,HAW,59,122
Sun 8 Jul 1:10pm,Marvel Stadium,14389,R16,2018,NTH,GCS,95,58
Sun 8 Jul 2:40pm,Optus Stadium,52105,R16,2018,WCE,GWS,86,75
Sun 8 Jul 3:20pm,MCG,69868,R16,2018,ESS,COL,62,78
Thu 12 Jul 7:20pm,Adelaide Oval,46095,R17,2018,ADE,GEE,112,97
Fri 13 Jul 7:50pm,Marvel Stadium,33780,R17,2018,STK,CAR,116,52
Sat 14 Jul 1:45pm,UTAS Stadium,12557,R17,2018,HAW,BRL,65,98
Sat 14 Jul 4:35pm,MCG,30305,R17,2018,MEL,WBD,119,69
Sat 14 Jul 7:25pm,GIANTS Stadium,14456,R17,2018,GWS,RCH,79,77
Sat 14 Jul 7:25pm,Heritage Bank Stadium,13061,R17,2018,GCS,ESS,51,95
Sun 15 Jul 1:10pm,MCG,53439,R17,2018,COL,WCE,67,102
Sun 15 Jul 2:40pm,Optus Stadium,33190,R17,2018,FRE,POR,59,50
Sun 15 Jul 3:20pm,Marvel Stadium,25633,R17,2018,NTH,SYD,98,104
Fri 20 Jul 7:50pm,Marvel Stadium,36269,R18,2018,STK,RCH,57,111
Sat 21 Jul 1:45pm,MCG,50393,R18,2018,COL,NTH,130,64
Sat 21 Jul 2:10pm,SCG,32565,R18,2018,SYD,GCS,64,88
Sat 21 Jul 4:35pm,Marvel Stadium,31564,R18,2018,ESS,FRE,99,70
Sat 21 Jul 7:25pm,GMHBA Stadium,30125,R18,2018,GEE,MEL,100,98
Sat 21 Jul 7:25pm,Gabba,20475,R18,2018,BRL,ADE,88,93
Sun 22 Jul 1:10pm,Marvel Stadium,30405,R18,2018,CAR,HAW,52,124
Sun 22 Jul 1:20pm,Optus Stadium,46854,R18,2018,WCE,WBD,100,46
Sun 22 Jul 4:10pm,Adelaide Oval,34693,R18,2018,POR,GWS,58,80
Fri 27 Jul 7:50pm,Marvel Stadium,42251,R19,2018,ESS,SYD,109,66
Sat 28 Jul 1:45pm,MCG,88180,R19,2018,RCH,COL,105,77
Sat 28 Jul 2:10pm,GMHBA Stadium,28226,R19,2018,GEE,BRL,120,78
Sat 28 Jul 4:35pm,GIANTS Stadium,12014,R19,2018,GWS,STK,86,61
Sat 28 Jul 7:10pm,Adelaide Oval,45880,R19,2018,ADE,MEL,77,90
Sat 28 Jul 7:25pm,Heritage Bank Stadium,10776,R19,2018,GCS,CAR,44,79
Sun 29 Jul 1:10pm,Blundstone Arena,11176,R19,2018,NTH,WCE,81,41
Sun 29 Jul 2:40pm,Optus Stadium,41845,R19,2018,FRE,HAW,53,112
Sun 29 Jul 3:20pm,Mars Stadium,6450,R19,2018,WBD,POR,34,78
Fri 3 Aug 7:50pm,MCG,67054,R20,2018,RCH,GEE,85,82
Sat 4 Aug 1:45pm,MCG,68857,R20,2018,HAW,ESS,107,103
Sat 4 Aug 2:10pm,Gabba,18395,R20,2018,BRL,NTH,104,107
Sat 4 Aug 4:05pm,Adelaide Oval,50377,R20,2018,ADE,POR,96,93
Sat 4 Aug 7:25pm,Marvel Stadium,20748,R20,2018,STK,WBD,68,103
Sat 4 Aug 7:25pm,SCG,39238,R20,2018,SYD,COL,73,71
Sun 5 Aug 1:10pm,Marvel Stadium,16697,R20,2018,CAR,GWS,46,151
Sun 5 Aug 2:40pm,Optus Stadium,57375,R20,2018,WCE,FRE,142,84
Sun 5 Aug 3:20pm,MCG,23072,R20,2018,MEL,GCS,143,47
Fri 10 Aug 7:50pm,Marvel Stadium,37483,R21,2018,ESS,STK,122,79
Sat 11 Aug 1:45pm,MCG,59529,R21,2018,HAW,GEE,71,60
Sat 11 Aug 2:10pm,Heritage Bank Stadium,18102,R21,2018,GCS,RCH,51,125
Sat 11 Aug 4:05pm,Adelaide Oval,32534,R21,2018,POR,WCE,58,62
Sat 11 Aug 7:25pm,Marvel Stadium,33390,R21,2018,COL,BRL,104,73
Sat 11 Aug 7:25pm,Manuka Oval,13249,R21,2018,GWS,ADE,106,92
Sun 12 Aug 1:10pm,Marvel Stadium,27031,R21,2018,NTH,WBD,85,92
Sun 12 Aug 2:40pm,Optus Stadium,40028,R21,2018,FRE,CAR,101,72
Sun 12 Aug 3:20pm,MCG,51424,R21,2018,MEL,SYD,78,87
Fri 17 Aug 7:50pm,MCG,76424,R22,2018,RCH,ESS,81,73
Sat 18 Aug 1:45pm,MCG,46286,R22,2018,COL,POR,115,64
Sat 18 Aug 2:10pm,GMHBA Stadium,24507,R22,2018,GEE,FRE,158,25
Sat 18 Aug 4:35pm,GIANTS Stadium,21433,R22,2018,GWS,SYD,60,80
Sat 18 Aug 7:25pm,Marvel Stadium,24795,R22,2018,STK,HAW,76,80
Sat 18 Aug 7:25pm,Heritage Bank Stadium,11907,R22,2018,GCS,BRL,74,78
Sun 19 Aug 1:10pm,Marvel Stadium,24143,R22,2018,CAR,WBD,49,66
Sun 19 Aug 1:20pm,Optus Stadium,55824,R22,2018,WCE,MEL,91,108
Sun 19 Aug 4:10pm,Adelaide Oval,41444,R22,2018,ADE,NTH,86,77
