Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Sat 26 Mar,Western Oval,18592,R1,1994,WBD,RCH,113,111
Sat 26 Mar,MCG,39492,R1,1994,ESS,WCE,82,79
Sat 26 Mar,Victoria Park,25602,R1,1994,COL, Fitzroy,114,103
Sat 26 Mar,Waverley Park,29582,R1,1994,STK,HAW,97,153
Sun 27 Mar,Gabba,7901,R1,1994,BRL,SYD,99,89
Sun 27 Mar,AAMI Stadium,44953,R1,1994,ADE,CAR,150,84
Sun 27 Mar,MCG,39741,R1,1994,MEL,GEE,174,109
Sat 2 Apr,Princes Park,24872,R2,1994,Fitzroy ,ESS,112,99
Sat 2 Apr,MCG,27195,R2,1994,NTH,STK,142,73
Sat 2 Apr,Waverley Park,29581,R2,1994,HAW,MEL,64,118
Sun 3 Apr,Domain Stadium,28228,R2,1994,WCE,ADE,97,78
Sun 3 Apr,MCG,15333,R2,1994,RCH,BRL,134,72
Mon 4 Apr,GMHBA Stadium,24019,R2,1994,GEE,WBD,152,64
Mon 4 Apr,MCG,85063,R2,1994,COL,CAR,100,66
Fri 8 Apr,MCG,36726,R3,1994,NTH,HAW,173,46
Sat 9 Apr,MCG,19609,R3,1994,RCH,WCE,39,135
Sat 9 Apr,Western Oval,8829,R3,1994,Fitzroy ,BRL,111,78
Sat 9 Apr,Waverley Park,30454,R3,1994,STK,ESS,108,94
Sun 10 Apr,Princes Park,28496,R3,1994,CAR,GEE,99,70
Sun 10 Apr,SCG,11068,R3,1994,SYD,ADE,135,154
Sun 10 Apr,MCG,38307,R3,1994,COL,WBD,95,94
Fri 15 Apr,SCG,9727,R4,1994,SYD,RCH,86,72
Sat 16 Apr,Western Oval,21630,R4,1994,WBD,NTH,99,112
Sat 16 Apr,MCG,61193,R4,1994,ESS,MEL,66,84
Sat 16 Apr,WACA,28980,R4,1994,WCE, Fitzroy,129,53
Sat 16 Apr,Waverley Park,30944,R4,1994,HAW,CAR,73,160
Sun 17 Apr,Gabba,11290,R4,1994,BRL,STK,151,98
Sun 17 Apr,AAMI Stadium,45638,R4,1994,ADE,GEE,104,77
Fri 22 Apr,MCG,20946,R5,1994,MEL,BRL,117,30
Sat 23 Apr,MCG,74330,R5,1994,ESS,COL,98,94
Sat 23 Apr,GMHBA Stadium,23490,R5,1994,GEE,NTH,120,105
Sat 23 Apr,Western Oval,10514,R5,1994,Fitzroy ,SYD,137,129
Sun 24 Apr,AAMI Stadium,44426,R5,1994,ADE,WBD,93,110
Sun 24 Apr,Domain Stadium,27357,R5,1994,WCE,HAW,58,129
Mon 25 Apr,Waverley Park,37870,R5,1994,STK,RCH,70,112
Sat 30 Apr,Waverley Park,47211,R6,1994,MEL,COL,60,55
Sat 30 Apr,MCG,27022,R6,1994,NTH,WCE,86,123
Sat 30 Apr,Princes Park,22810,R6,1994,CAR,SYD,134,74
Sat 30 Apr,Gabba,9457,R6,1994,BRL,ADE,110,121
Sat 7 May,Princes Park,14614,R7,1994,RCH, Fitzroy,133,92
Sat 7 May,Waverley Park,33927,R7,1994,HAW,ESS,88,75
Sat 7 May,MCG,34601,R7,1994,MEL,NTH,58,90
Sun 8 May,Western Oval,12181,R7,1994,WBD,BRL,86,49
Sun 8 May,MCG,52342,R7,1994,GEE,COL,124,96
Sun 8 May,SCG,9295,R7,1994,SYD,STK,109,110
Sun 8 May,Domain Stadium,26676,R7,1994,WCE,CAR,115,49
Fri 13 May,MCG,50227,R8,1994,RCH,CAR,107,135
Sat 14 May,Western Oval,11334,R8,1994,Fitzroy ,NTH,90,119
Sat 14 May,MCG,35851,R8,1994,COL,STK,127,78
Sat 14 May,Waverley Park,12233,R8,1994,HAW,BRL,166,67
Sun 15 May,SCG,11142,R8,1994,SYD,GEE,71,165
Sun 15 May,Princes Park,28626,R8,1994,ESS,ADE,131,88
Sun 15 May,MCG,28559,R8,1994,MEL,WBD,91,94
Fri 20 May,MCG,72216,R9,1994,NTH,COL,121,88
Sat 21 May,Waverley Park,40080,R9,1994,ESS,CAR,63,62
Sat 21 May,MCG,19333,R9,1994,MEL,SYD,97,106
Sat 21 May,GMHBA Stadium,22777,R9,1994,GEE,RCH,142,78
Sat 21 May,Western Oval,14923,R9,1994,WBD,WCE,52,83
Sun 22 May,AAMI Stadium,44403,R9,1994,ADE,HAW,48,145
Sun 22 May,Waverley Park,15249,R9,1994,STK, Fitzroy,75,62
Fri 27 May,WACA,27901,R10,1994,WCE,SYD,101,75
Sat 28 May,Victoria Park,26718,R10,1994,COL,HAW,110,74
Sat 28 May,Waverley Park,19914,R10,1994,STK,MEL,32,106
Sat 28 May,MCG,75129,R10,1994,ESS,GEE,112,101
Sat 28 May,Princes Park,23691,R10,1994,CAR,WBD,109,97
Sun 29 May,AAMI Stadium,42915,R10,1994,ADE, Fitzroy,103,64
Sun 29 May,Gabba,10953,R10,1994,BRL,NTH,120,93
Sat 4 Jun,Victoria Park,27390,R11,1994,COL,ADE,90,67
Sat 4 Jun,GMHBA Stadium,18599,R11,1994,GEE,BRL,101,126
Sat 4 Jun,Princes Park,22547,R11,1994,ESS,RCH,154,108
Sat 4 Jun,Waverley Park,19090,R11,1994,CAR, Fitzroy,135,80
Sun 5 Jun,Waverley Park,22895,R11,1994,HAW,WBD,125,61
Sun 5 Jun,SCG,11182,R11,1994,SYD,NTH,106,126
Sun 5 Jun,MCG,31324,R11,1994,MEL,WCE,74,118
Sat 11 Jun,GMHBA Stadium,23696,R12,1994,GEE,STK,113,110
Sat 11 Jun,Princes Park,16643,R12,1994,NTH,ADE,149,69
Sat 11 Jun,MCG,52199,R12,1994,MEL,CAR,94,121
Sun 12 Jun,Domain Stadium,23492,R12,1994,WCE,BRL,78,69
Sun 12 Jun,SCG,12251,R12,1994,SYD,HAW,83,141
Mon 13 Jun,Waverley Park,39181,R12,1994,WBD,ESS,92,64
Mon 13 Jun,MCG,61983,R12,1994,RCH,COL,102,36
Sat 18 Jun,Waverley Park,17599,R13,1994,HAW, Fitzroy,53,66
Sat 18 Jun,Princes Park,22927,R13,1994,CAR,STK,145,65
Sat 18 Jun,MCG,26917,R13,1994,RCH,NTH,72,67
Sun 19 Jun,Western Oval,13070,R13,1994,WBD,SYD,134,60
Sun 19 Jun,MCG,27699,R13,1994,COL,WCE,121,84
Sun 19 Jun,Gabba,18484,R13,1994,BRL,ESS,114,81
Sun 19 Jun,AAMI Stadium,41189,R13,1994,ADE,MEL,83,78
Fri 24 Jun,MCG,45177,R14,1994,NTH,CAR,88,106
Sat 25 Jun,GMHBA Stadium,21939,R14,1994,GEE,WCE,75,93
Sat 25 Jun,Waverley Park,13868,R14,1994,STK,ADE,79,79
Sat 25 Jun,Western Oval,16085,R14,1994,WBD, Fitzroy,144,40
Sat 25 Jun,MCG,32528,R14,1994,MEL,RCH,62,78
Sun 26 Jun,Gabba,18881,R14,1994,BRL,COL,121,77
Sun 26 Jun,MCG,27094,R14,1994,ESS,SYD,129,95
Fri 1 Jul,WACA,24632,R15,1994,WCE,STK,128,49
Sat 2 Jul,Western Oval,8484,R15,1994,Fitzroy ,MEL,65,111
Sat 2 Jul,Waverley Park,35267,R15,1994,HAW,GEE,115,79
Sat 2 Jul,Princes Park,21119,R15,1994,CAR,BRL,144,46
Sat 2 Jul,MCG,50141,R15,1994,NTH,ESS,85,92
Sun 3 Jul,AAMI Stadium,43052,R15,1994,ADE,RCH,83,90
Sun 3 Jul,SCG,13083,R15,1994,SYD,COL,73,93
Sat 9 Jul,Waverley Park,25037,R16,1994,HAW,STK,142,78
Sat 9 Jul,GMHBA Stadium,23687,R16,1994,GEE,MEL,145,115
Sat 9 Jul,MCG,49878,R16,1994,RCH,WBD,97,94
Sat 9 Jul,Western Oval,15394,R16,1994,Fitzroy ,COL,80,129
Sun 10 Jul,Domain Stadium,29723,R16,1994,WCE,ESS,80,44
Sun 10 Jul,Princes Park,29695,R16,1994,CAR,ADE,136,76
Sun 10 Jul,SCG,5728,R16,1994,SYD,BRL,110,135
Sat 16 Jul,Princes Park,14096,R17,1994,MEL,HAW,112,74
Sat 16 Jul,Western Oval,23953,R17,1994,WBD,GEE,113,85
Sat 16 Jul,Waverley Park,21097,R17,1994,STK,NTH,55,116
Sat 16 Jul,MCG,85831,R17,1994,COL,CAR,54,97
Sun 17 Jul,AAMI Stadium,42860,R17,1994,ADE,WCE,82,78
Sun 17 Jul,MCG,33265,R17,1994,ESS, Fitzroy,153,89
Sun 17 Jul,Gabba,14936,R17,1994,BRL,RCH,84,98
Fri 22 Jul,AAMI Stadium,43788,R18,1994,ADE,SYD,75,87
Sat 23 Jul,Waverley Park,26936,R18,1994,HAW,NTH,59,99
Sat 23 Jul,Western Oval,25540,R18,1994,WBD,COL,87,55
Sat 23 Jul,MCG,38858,R18,1994,ESS,STK,100,110
Sun 24 Jul,Gabba,8236,R18,1994,BRL, Fitzroy,65,58
Sun 24 Jul,Waverley Park,42930,R18,1994,GEE,CAR,90,54
Sun 24 Jul,Domain Stadium,26020,R18,1994,WCE,RCH,101,53
