Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 24 Mar 7:40pm,Gabba,33369,R1,2005,BRL,STK,116,93
Sat 26 Mar 2:10pm,Marvel Stadium,40345,R1,2005,NTH,CAR,105,85
Sat 26 Mar 5:40pm,Domain Stadium,33704,R1,2005,FRE,POR,88,53
Sat 26 Mar 7:10pm,MCG,47849,R1,2005,MEL,ESS,103,57
Sun 27 Mar 1:10pm,SCG,27274,R1,2005,SYD,HAW,118,55
Sun 27 Mar 2:10pm,MCG,48251,R1,2005,RCH,GEE,98,160
Sun 27 Mar 2:40pm,AAMI Stadium,39055,R1,2005,ADE,WCE,53,64
Mon 28 Mar 2:10pm,MCG,53259,R1,2005,COL,WBD,80,112
Fri 1 Apr 7:40pm,MCG,56446,R2,2005,CAR,ESS,110,106
Sat 2 Apr 2:10pm,Manuka Oval,13481,R2,2005,NTH,SYD,82,59
Sat 2 Apr 2:10pm,Marvel Stadium,26307,R2,2005,WBD,MEL,111,137
Sat 2 Apr 5:40pm,Domain Stadium,39578,R2,2005,WCE,GEE,84,62
Sat 2 Apr 7:10pm,AAMI Stadium,34892,R2,2005,POR,BRL,75,73
Sun 3 Apr 1:10pm,UTAS Stadium,12465,R2,2005,STK,FRE,59,58
Sun 3 Apr 2:10pm,Marvel Stadium,31464,R2,2005,COL,ADE,75,81
Sun 3 Apr 2:10pm,MCG,33409,R2,2005,HAW,RCH,89,103
Fri 8 Apr 7:40pm,MCG,51793,R3,2005,MEL,GEE,114,66
Sat 9 Apr 2:10pm,MCG,61608,R3,2005,CAR,COL,108,128
Sat 9 Apr 2:10pm,Marvel Stadium,36140,R3,2005,STK,NTH,93,100
Sat 9 Apr 5:40pm,Domain Stadium,42027,R3,2005,FRE,WCE,80,88
Sat 9 Apr 7:10pm,Gabba,33960,R3,2005,BRL,SYD,81,87
Sun 10 Apr 12:40pm,AAMI Stadium,44807,R3,2005,ADE,POR,124,56
Sun 10 Apr 2:10pm,Marvel Stadium,30871,R3,2005,WBD,RCH,84,88
Sun 10 Apr 2:10pm,MCG,44971,R3,2005,ESS,HAW,77,75
