Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Sat 27 May 6:55pm,TIO Stadium,9316,R11,2023,GCS,WBD,84,77
Sun 28 May 1:10pm,MCG,30357,R11,2023,RCH,POR,67,77
Sun 28 May 3:20pm,Marvel Stadium,39467,R11,2023,COL,NTH,105,70
Sun 28 May 4:10pm,Adelaide Oval,33188,R11,2023,ADE,BRL,95,78
Fri 2 Jun 7:50pm,MCG,49872,R12,2023,MEL,CAR,61,44
Sat 3 Jun 1:15pm,Adelaide Oval,34234,R12,2023,POR,HAW,151,96
Sat 3 Jun 2:35pm,Optus Stadium,41713,R12,2023,WCE,COL,57,120
Sat 3 Jun 7:00pm,TIO Stadium,10772,R12,2023,GCS,ADE,112,87
Sat 3 Jun 7:25pm,Marvel Stadium,41944,R12,2023,WBD,GEE,75,97
Sun 4 Jun 1:10pm,GIANTS Stadium,9723,R12,2023,GWS,RCH,104,110
Sun 4 Jun 4:40pm,Marvel Stadium,40488,R12,2023,ESS,NTH,105,99
Thu 8 Jun 7:10pm,SCG,30123,R13,2023,SYD,STK,66,80
Fri 9 Jun 7:50pm,Marvel Stadium,23110,R13,2023,WBD,POR,85,107
Sat 10 Jun 1:45pm,MCG,35869,R13,2023,HAW,BRL,98,73
Sat 10 Jun 4:05pm,Adelaide Oval,39450,R13,2023,ADE,WCE,174,52
Sat 10 Jun 5:25pm,Optus Stadium,46843,R13,2023,FRE,RCH,70,85
Sun 11 Jun 3:20pm,Blundstone Arena,5025,R13,2023,NTH,GWS,75,103
Sun 11 Jun 7:15pm,MCG,83638,R13,2023,CAR,ESS,52,86
Mon 12 Jun 3:20pm,MCG,83578,R13,2023,MEL,COL,66,62
Thu 15 Jun 7:10pm,Adelaide Oval,36316,R14,2023,POR,GEE,110,72
Fri 16 Jun 7:50pm,Gabba,28561,R14,2023,BRL,SYD,97,81
Sat 17 Jun 4:35pm,GIANTS Stadium,8633,R14,2023,GWS,FRE,106,36
Sat 17 Jun 7:25pm,MCG,62686,R14,2023,RCH,STK,90,70
Sun 18 Jun 1:10pm,MCG,29602,R14,2023,CAR,GCS,120,61
Sun 18 Jun 4:40pm,Marvel Stadium,23829,R14,2023,NTH,WBD,84,105
Thu 22 Jun 7:20pm,GMHBA Stadium,19617,R15,2023,GEE,MEL,78,63
Fri 23 Jun 7:50pm,Marvel Stadium,28985,R15,2023,STK,BRL,56,84
Sat 24 Jun 4:35pm,SCG,31367,R15,2023,SYD,WCE,205,34
Sat 24 Jun 5:25pm,Optus Stadium,43063,R15,2023,FRE,ESS,93,61
Sun 25 Jun 1:10pm,MCG,65930,R15,2023,COL,ADE,82,80
Sun 25 Jun 4:40pm,Heritage Bank Stadium,14242,R15,2023,GCS,HAW,101,34
