Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Baldwin, Kaine",,,,,,,,,5,9,,,,14.0
"Bryan, Nick",,,,,,,,,,,2,,,2.0
"Caldwell, Jye",2,2,2,-,3,3,8,3,2,8,3,9,1,46.0
"DAmbrosio, Massimo",,5,8,,,,1,,2,2,3,2,1,24.0
"Davey, Alwyn",5,1,4,2,,1,,3,1,2,,,,19.0
"Draper, Sam",1,5,3,5,4,1,-,2,2,5,3,3,2,36.0
"Durham, Sam",6,4,7,4,4,2,7,,4,9,1,3,6,57.0
"Guelfi, Matt",,1,,,,,,,,,5,5,1,12.0
"Heppell, Dyson",5,7,5,3,7,5,,5,11,9,13,7,8,85.0
"Hind, Nick",,,2,,2,,4,2,4,5,6,5,6,36.0
"Hobbs, Ben",,,,,,1,6,1,9,7,8,5,5,42.0
"Jones, Harry",6,4,4,4,3,,,,,,,,,21.0
"Kelly, Jake",5,5,11,4,5,6,2,6,,,,,,44.0
"Langford, Kyle",10,7,7,3,6,7,3,10,3,6,7,8,3,80.0
"Laverde, Jayden",14,4,9,4,8,4,,,,,8,5,5,61.0
"Martin, Nic",6,1,7,3,1,3,4,3,6,11,10,7,9,71.0
"McDonald-Tipungwuti, Anthony",3,,,,,,3,2,2,3,2,,,15.0
"McGrath, Andrew",5,5,6,1,2,3,2,4,6,12,9,7,3,65.0
"Menzie, Jye",6,5,1,3,-,3,,-,1,3,2,2,3,29.0
"Merrett, Zach",7,4,4,4,3,,1,2,3,8,7,11,5,59.0
"Parish, Darcy",4,2,7,6,5,3,4,4,,,,,,35.0
"Perkins, Archie",7,3,5,3,3,5,2,1,7,9,4,8,2,59.0
"Phillips, Andrew",1,-,,6,6,-,-,4,1,1,,2,1,22.0
"Redman, Mason",6,7,6,7,3,4,3,5,7,8,11,6,8,81.0
"Ridley, Jordan",8,5,14,7,7,3,4,-,,14,8,9,8,87.0
"Setterfield, Will",10,4,7,5,3,4,2,5,6,,,,,46.0
"Shiel, Dylan",3,3,3,5,5,1,4,3,2,,,2,,31.0
"Snelling, Will",,,,,5,2,2,,,6,4,2,4,25.0
"Stringer, Jake",,,1,2,-,-,5,-,3,1,5,3,3,23.0
"Weideman, Sam",3,,4,1,,8,4,5,1,7,6,2,5,46.0
"Wright, Peter",,,,,,,,,,,,,7,7.0
"Zerk-Thatcher, Brandon",8,6,,4,4,-,2,3,8,9,6,5,7,62.0
Totals,131,90,127,86,89,69,73,73,96,154,133,118,103,1342.0
Opponent,HW,GC,SK,GW,ME,CW,GE,PA,BL,RI,WC,NM,CA,
