Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Baldwin, Kaine",,,,,,,,,13,14,,,,27.0
"Bryan, Nick",,,,,,,,,,,6,,,6.0
"Caldwell, Jye",16,15,18,10,10,19,20,17,17,31,20,27,25,245.0
"DAmbrosio, Massimo",,18,27,,,,13,,9,5,8,6,1,87.0
"Davey, Alwyn",9,10,12,10,,6,,9,3,8,,,,67.0
"Draper, Sam",8,10,9,15,14,15,7,16,9,13,13,11,7,147.0
"Durham, Sam",19,20,16,15,24,9,14,,12,21,10,15,17,192.0
"Guelfi, Matt",,6,,,,,,,,,12,14,14,46.0
"Heppell, Dyson",16,14,16,19,16,17,,18,21,22,24,20,23,226.0
"Hind, Nick",,,13,,7,,15,11,20,22,18,21,21,148.0
"Hobbs, Ben",,,,,,6,17,15,22,23,17,21,24,145.0
"Jones, Harry",12,7,11,10,5,,,,,,,,,45.0
"Kelly, Jake",16,11,29,17,8,11,11,14,,,,,,117.0
"Langford, Kyle",22,14,17,12,16,17,11,19,9,16,15,14,11,193.0
"Laverde, Jayden",22,14,16,11,20,8,,,,,15,11,12,129.0
"Martin, Nic",21,13,28,24,17,18,22,19,19,26,31,21,30,289.0
"McDonald-Tipungwuti, Anthony",4,,,,,,6,13,8,9,6,,,46.0
"McGrath, Andrew",25,25,24,20,24,20,20,19,18,29,26,19,21,290.0
"Menzie, Jye",12,8,8,17,6,12,,3,6,8,9,10,12,111.0
"Merrett, Zach",29,31,25,28,35,,19,28,23,39,32,34,18,341.0
"Parish, Darcy",37,30,35,30,34,27,38,37,,,,,,268.0
"Perkins, Archie",20,8,14,14,16,13,17,13,11,17,15,18,18,194.0
"Phillips, Andrew",4,7,,6,12,4,3,9,11,1,,8,7,72.0
"Redman, Mason",24,22,20,27,16,23,16,21,30,27,31,19,23,299.0
"Ridley, Jordan",20,18,21,21,23,16,19,4,,32,28,21,20,243.0
"Setterfield, Will",25,28,21,21,19,22,19,16,23,,,,,194.0
"Shiel, Dylan",23,27,22,28,28,19,22,19,18,,,10,,216.0
"Snelling, Will",,,,,11,13,5,,,19,14,12,14,88.0
"Stringer, Jake",,,8,15,9,11,26,18,13,11,18,17,18,164.0
"Weideman, Sam",11,,10,3,,14,14,9,5,11,10,4,14,105.0
"Wright, Peter",,,,,,,,,,,,,8,8.0
"Zerk-Thatcher, Brandon",19,11,,8,10,6,8,13,16,17,12,12,10,142.0
Totals,414,367,420,381,380,326,362,360,336,421,390,365,368,4890.0
Opponent,HW,GC,SK,GW,ME,CW,GE,PA,BL,RI,WC,NM,CA,
