Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Amon, Karl",80,80,82,80,87,88,82,85,82,81,83,86,84,79,82,82.8/1518:04
"Blanck, James",83,85,,,,,,,32,84,91,91,89,82,92,81.2/897:58
"Bramble, Lachlan",87,81,27,,,,,37,53,85,84,84,67,77,,68.6/836:53
"Breust, Luke",80,78,86,85,83,77,75,,84,82,74,81,45,82,78,77.8/1332:60
"Brockman, Tyler",,,77,36,81,71,77,68,,73,48,74,70,82,,68.8/929:16
"Butler, Sam",,37,,,,,,,85,80,78,72,80,36,78,68.6/676:02
"Day, Will",88,77,83,84,,,80,82,80,84,81,84,85,84,84,82.8/1315:46
"Frost, Sam",91,96,89,87,98,97,94,89,93,91,90,90,,96,91,92.3/1578:34
"Grainger-Barras, Denver",,,,,85,73,,,,,,,,,,78.9/194:10
"Greene, Fergus",82,80,87,82,89,92,77,54,,,,,,,80,80.3/876:44
"Hardwick, Blake",90,82,87,87,89,90,90,81,89,82,89,91,88,86,85,87.1/1597:09
"Impey, Jarman",75,79,77,80,82,78,75,82,80,80,83,81,82,85,,79.9/1368:47
"Jiath, Changkuoth",76,84,77,75,81,79,75,,72,,,,,,,77.4/747:25
"Koschitzke, Jacob",49,88,,,,,,,82,74,89,87,77,84,,78.8/774:49
"Lewis, Mitch",,,,,,,80,84,88,89,91,85,90,81,92,86.7/963:34
"Long, Ned",,,,,75,62,,,,,,,,,,68.4/168:19
"Lynch, Max",,,,,,34,,,,,,,,,,34.0/42:23
"Macdonald, Bailey",,,,,,,,,,,,78,,,,78.0/104:44
"Macdonald, Connor",79,78,68,82,76,73,,77,,41,38,74,83,80,83,71.6/1140:01
"Mackenzie, Cam",80,87,71,76,36,68,,,74,80,69,47,40,73,,66.5/976:13
"Maginness, Finn",96,84,57,83,,,,,,,,,,,35,71.0/426:28
"Meek, Lloyd",71,77,87,79,70,,,80,81,87,64,31,76,45,73,70.6/1122:39
"Mitchell, Seamus",,,,,69,87,47,80,79,85,77,,78,85,86,77.3/946:15
"Moore, Dylan",80,87,86,94,89,89,86,88,84,79,89,85,89,89,85,86.6/1588:54
"Morrison, Harry",,,75,77,87,88,84,84,77,,,,,,77,81.2/790:32
"Nash, Conor",41,84,84,81,82,83,83,76,79,78,80,76,80,73,75,77.0/1412:20
"Newcombe, Jai",86,80,88,82,85,84,83,84,85,74,77,76,78,74,73,80.5/1477:01
"Ramsden, Max",,,,,,,73,,,,,,,,,73.0/89:45
"Reeves, Ned",71,34,84,81,81,85,83,73,,46,77,79,72,76,50,70.8/1214:44
"Scrimshaw, Jack",,,77,75,,50,38,88,,,,81,78,85,80,72.4/800:02
"Sicily, James",93,90,99,91,97,95,93,93,95,89,93,,97,,,93.7/1369:11
"Ward, Josh",83,77,79,78,70,,78,73,,,,,,,80,77.2/746:54
"Weddle, Josh",,,,,,,83,82,79,85,82,88,88,84,89,84.5/938:15
"Wingard, Chad",59,,,44,32,80,84,84,71,,,,,,74,66.0/646:43
"Worpel, James",81,75,75,81,77,77,80,76,77,72,74,78,84,83,78,77.9/1428:60
Totals,,,,,,,,,,,,,,,,
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,CA,
