Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R18,Tot
"Baring, Fred",3,1,1,1,-,-,3,1,,,,-,-,-,,,10.0
"Bowe, Len",-,-,-,-,-,-,,,,,,,,,,,
"Collins, Jim",-,-,-,,-,-,-,-,1,,,-,-,-,-,,1.0
"Cornall, Ralph",-,-,-,-,,,,,,-,-,,,-,,,
"Day, Bert",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Donald, Bobby",,1,,,,-,,,,,,,,,,,1.0
"Donaldson, Clyde",-,,-,,-,-,-,-,-,-,-,-,-,1,1,1,3.0
"Donnelly, Andy",,,,-,-,,-,-,-,-,-,-,-,-,,,
"Drinkwater, Bert",,,,-,,,,,,,,,,,,,
"Dussell, Harry",-,-,-,-,-,-,-,-,1,-,1,-,-,-,,-,2.0
"Farrell, Charlie",-,1,1,,,,2,,,-,-,,,,1,-,5.0
"Faulkner, George",,,,1,2,1,2,-,1,-,-,,1,-,1,1,10.0
"Fitzmaurice, Tom",2,,,,-,1,,2,1,-,1,3,1,1,1,1,14.0
"Fraser, Wally",,1,1,-,-,1,1,1,1,,-,1,1,-,1,1,10.0
"Garden, Jack",-,2,-,3,-,1,-,-,1,-,1,-,-,-,1,-,9.0
"Gardiner, Ralph",,,,,,,,,,-,,-,,,,-,
"Giles, Archie",,,-,-,,,,,,,,,,,,,
"Laidlaw, Col",-,-,,-,,,-,-,2,-,-,-,1,,-,,3.0
"Laing, Roy",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Martyn, Percy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"McDonald, Frank",,,,1,3,5,3,5,-,5,2,1,,7,1,,33.0
"McFadyen, Hector",,,1,,,,,,,-,,,,-,1,,2.0
"McLean, Norm",,,,,-,-,,,,-,-,,,,-,-,
"OBrien, Jack",1,,1,-,3,2,2,-,-,,2,-,1,1,1,1,15.0
"Ogden, Percy",1,1,1,1,,2,,2,-,2,-,2,2,-,1,-,15.0
"Robertson, Pat",-,-,,-,-,,-,,-,,,,,,,,
"Stockdale, Greg",,,,,,,,,,,,,,,-,-,
"Sullivan, Jimmy",-,1,-,,-,-,1,-,-,-,-,-,-,,-,-,2.0
"Walker, Bob",-,1,1,-,,,-,-,-,,,-,-,-,,-,2.0
"Walsh, Dave",,-,,,,,,,,,,,,,,,
"Watson, Percy",,,,,,,,,,,,,,,,-,
"Wollacott, Bertie",,,,,-,,,,,,,,1,,,,1.0
Totals,7,9,7,7,8,13,14,11,8,7,7,7,8,10,10,6,139.0
Opponent,CW,ME,SM,CA,SK,GE,FI,RI,CW,ME,SM,SK,CA,GE,FI,RI,
