Player,R1,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,Tot
"Arnott, Jack",1,,,-,,,,,,,,,,,1.0
"Boyall, Marcus",,,,,-,-,,1,,,,,,,1.0
"Burns, Jack",-,-,-,-,-,-,-,-,-,,-,2,1,1,4.0
"Busbridge, Phil",-,-,,,-,-,-,,-,-,-,-,-,-,
"Campbell, Norm",-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Carruthers, Ron",,,,,,,,,,-,,,1,,1.0
"Crewther, Norm",-,,,,,-,-,-,-,,,-,,1,1.0
"Dalton, Pat",4,1,2,-,-,,,,,,,,,,7.0
"Dean, Ron",,,,,,,,,,-,,,,,
"Donohue, Mick",,,,,,-,1,2,-,-,-,-,-,-,3.0
"Galbally, Frank",-,-,-,-,-,,,,-,,,,,,
"Herbert, Ken",,-,,-,-,,-,-,-,,,,,,
"Holten, Mac",,,,,,,,,,,,,2,,2.0
"Hustler, Len",,1,,,,,,,,,,,,,1.0
"Kyne, Phonse",-,-,1,1,-,-,-,-,-,-,,,,,2.0
"Lambert, Harry",,,,,,,,,,,-,,,,
"Main, Les",1,,,,,,,,,-,-,3,1,3,8.0
"McIntosh, Neil",1,-,2,-,,1,-,-,,,-,-,,-,4.0
"Mears, Harry",-,-,3,2,2,-,2,-,,1,,2,-,-,12.0
"Milte, Keith",,,,-,-,1,,2,2,-,1,-,-,,6.0
"Murphy, Jack",-,-,-,3,1,1,-,1,-,-,1,-,-,-,7.0
"Naismith, Herb",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Negri, Des",,,-,-,-,-,-,-,-,-,-,-,-,-,
"Newman, Charlie",,-,-,,,,,,,,,,,,
"Pannam, Albert",3,2,1,1,2,4,4,1,5,3,3,2,3,3,37.0
"Richards, Lou",3,1,3,3,3,1,2,1,1,2,-,1,,3,24.0
"Ryan, Phil",,,,,,,,,-,2,,,,1,3.0
"Ryan, Reg",,,,,,,-,-,-,-,-,,-,,
"Seedsman, Bill",,-,,,,,,,,,,,,,
"Smith, Ron",-,-,-,-,,,-,,-,,-,-,-,-,
"Stabb, Fred",,,,,,,-,-,,,,,,,
"Stabb, Roy",,,,,,-,,,,,,,,,
"Toleman, Joe",-,,-,,2,,4,2,3,2,,,,,13.0
"Tyrrell, Leo",,,-,,,,,,,,,,,,
"Wade, Kevin",1,-,-,,,-,,,,,2,2,1,4,10.0
"Wallis, Tom",-,,-,-,-,-,,,,,-,-,-,-,
"Whelan, Marcus",,,,-,-,,,,,1,1,-,,-,2.0
"Williams, Alan",,-,1,-,1,1,1,-,-,-,1,-,-,-,5.0
"Wilson, George",,,,,,,,,,,,,-,-,
Totals,14,5,13,10,11,9,14,10,11,11,9,12,9,16,154.0
Opponent,SM,RI,ES,HW,FO,SK,ME,FI,NM,CA,SM,RI,ES,HW,
