Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Liam",1,2,3,2,4,1,3,4,1,4,2,6,3,3,39.0
"Balta, Noah",1,1,-,1,-,-,-,4,2,1,2,1,1,1,15.0
"Bolton, Shai",7,5,2,5,5,8,5,5,4,7,5,6,11,3,78.0
"Broad, Nathan",2,-,,,,,3,-,2,1,1,1,2,1,13.0
"Clarke, Judson",,,2,4,2,4,1,2,-,-,-,4,3,3,25.0
"Cotchin, Trent",3,2,4,-,2,6,1,,-,5,-,2,2,5,32.0
"Cumberland, Noah",,,3,3,1,2,1,1,,,,-,,,11.0
"Dow, Thomson",,,,,,,,,,1,,,,,1.0
"Graham, Jack",5,2,2,1,,,,1,1,2,2,1,3,7,27.0
"Grimes, Dylan",-,-,-,-,1,-,1,2,1,2,-,-,-,-,7.0
"Hopper, Jacob",6,6,,3,6,7,5,9,5,,,,,,47.0
"Lynch, Tom",1,1,2,-,,,,,,,,,,,4.0
"Mansell, Rhyan",2,1,3,2,4,1,,-,2,-,4,1,4,,24.0
"Martin, Dustin",8,2,,4,7,6,7,4,3,4,-,1,8,8,62.0
"McIntosh, Kamdyn",3,-,2,3,4,3,1,2,3,2,5,5,-,3,36.0
"Miller, Ben",1,,,,1,1,1,2,1,,3,,,1,11.0
"Nankervis, Toby",1,2,2,-,,,,,,1,2,3,1,1,13.0
"Pickett, Marlion",2,5,-,7,3,7,5,3,4,-,1,1,2,,40.0
"Prestia, Dion",2,2,2,3,4,1,,4,3,2,3,2,6,4,38.0
"Ralphsmith, Hugo",,,2,3,2,-,,6,3,3,2,1,-,-,22.0
"Riewoldt, Jack",4,2,2,,1,-,1,4,3,3,1,-,-,1,22.0
"Rioli, Daniel",5,2,3,1,1,2,2,2,3,4,2,-,1,1,29.0
"Rioli, Maurice",2,-,2,,-,-,,,,,,,,2,6.0
"Ross, Jack",-,,-,,,,2,3,2,6,3,5,1,4,26.0
"Ryan, Samson",,1,-,1,-,1,1,-,5,-,1,2,3,2,17.0
"Short, Jayden",4,5,,,,4,5,3,5,3,2,2,3,3,39.0
"Soldo, Ivan",,,,,,,2,,,,,,,,2.0
"Sonsie, Tyler",,,,2,1,,1,,,,,,,,4.0
"Taranto, Tim",4,7,3,2,5,6,4,3,3,6,4,3,1,4,55.0
"Vlastuin, Nick",2,1,1,-,2,1,-,1,-,3,,,1,-,12.0
"Young, Tylar",,2,-,1,-,-,1,,,,-,-,1,1,6.0
Totals,66,51,40,48,56,61,53,65,56,60,45,47,57,58,763.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,
