Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Liam",10,15,17,17,24,7,15,17,12,14,12,14,7,12,11,204.0
"Balta, Noah",2,7,9,10,9,5,5,8,10,9,9,10,9,8,16,126.0
"Bolton, Shai",12,7,9,11,13,11,13,13,9,15,17,16,16,7,11,180.0
"Broad, Nathan",11,10,,,,,14,11,12,6,15,10,15,10,17,131.0
"Clarke, Judson",,,8,15,6,12,3,3,1,-,2,8,3,7,6,74.0
"Cotchin, Trent",7,6,15,8,5,9,8,,7,11,6,9,11,13,10,125.0
"Cumberland, Noah",,,2,10,5,2,2,2,,,,-,,,5,28.0
"Dow, Thomson",,,,,,,,,,3,,,,,,3.0
"Graham, Jack",11,11,10,8,,,,9,11,13,9,5,15,14,7,123.0
"Grimes, Dylan",5,3,4,4,5,3,4,1,4,9,7,1,3,5,3,61.0
"Hopper, Jacob",12,15,,14,19,16,13,15,6,,,,,,14,124.0
"Lynch, Tom",3,5,1,4,,,,,,,,,,,,13.0
"Mansell, Rhyan",4,1,4,9,7,3,,3,4,5,8,5,9,,,62.0
"Martin, Dustin",13,8,,10,13,15,8,14,12,14,9,10,19,17,,162.0
"McIntosh, Kamdyn",15,5,14,12,11,7,10,5,16,11,9,16,5,10,2,148.0
"Miller, Ben",5,,,,10,1,1,10,3,,-,,,7,4,41.0
"Nankervis, Toby",2,9,7,5,,,,,,11,7,5,6,2,4,58.0
"Pickett, Marlion",5,15,11,14,13,11,10,9,3,3,10,3,4,,7,118.0
"Prestia, Dion",11,12,10,14,15,11,,17,15,6,18,13,16,12,,170.0
"Ralphsmith, Hugo",,,6,15,9,4,,9,8,7,10,12,-,1,6,87.0
"Riewoldt, Jack",3,5,4,,3,7,3,7,5,4,1,5,3,1,5,56.0
"Rioli, Daniel",17,17,15,11,15,12,16,15,17,15,7,12,7,17,11,204.0
"Rioli, Maurice",9,4,5,,2,5,,,,,,,,4,,29.0
"Ross, Jack",2,,19,,,,12,17,11,22,13,11,13,10,15,145.0
"Ryan, Samson",,2,-,2,4,7,7,7,3,5,1,4,2,3,2,49.0
"Short, Jayden",13,16,,,,22,23,13,17,14,18,14,13,14,4,181.0
"Soldo, Ivan",,,,,,,4,,,,,,,,,4.0
"Sonsie, Tyler",,,,11,9,,3,,,,,,,,,23.0
"Taranto, Tim",20,17,17,15,21,18,19,11,13,18,20,23,16,14,10,252.0
"Vlastuin, Nick",7,9,10,7,10,11,11,10,5,14,,,19,16,10,139.0
"Young, Tylar",,2,1,6,7,5,6,,,,6,5,1,5,4,48.0
Totals,199,201,198,232,235,204,210,226,204,229,214,211,212,209,184,3168.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,BL,
