Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Baker, Liam",-,1,-,-,-,-,-,-,1,-,-,-,1,1,-,1,5.0
"Balta, Noah",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Banks, Sam",,,,,,,,,,,,,,,,-,
"Bauer, Jacob",,,,,,,,,,,,,,,,-,
"Bolton, Shai",1,-,-,2,1,-,-,2,-,-,1,2,-,1,1,4,15.0
"Broad, Nathan",-,-,,,,,1,-,-,-,1,-,-,-,-,-,2.0
"Clarke, Judson",,,-,1,-,-,-,-,-,-,-,-,-,-,-,,1.0
"Cotchin, Trent",-,-,-,-,-,2,-,,1,-,1,-,-,-,-,-,4.0
"Cumberland, Noah",,,1,2,-,-,-,-,,,,-,,,-,,3.0
"Dow, Thomson",,,,,,,,,,-,,,,,,,
"Graham, Jack",-,1,-,-,,,,2,1,-,-,-,2,-,-,-,6.0
"Grimes, Dylan",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Hopper, Jacob",1,1,,-,1,1,1,2,-,,,,,,-,1,8.0
"Lynch, Tom",-,1,-,-,,,,,,,,,,,,,1.0
"Mansell, Rhyan",-,-,-,1,1,-,,-,-,-,-,-,-,,,,2.0
"Martin, Dustin",1,-,,1,-,-,-,1,1,-,-,-,2,1,,-,7.0
"McIntosh, Kamdyn",1,-,-,-,-,-,-,-,1,-,2,1,-,-,-,-,5.0
"Miller, Ben",-,,,,-,-,-,-,-,,2,,,1,2,-,5.0
"Nankervis, Toby",-,-,-,-,,,,,,-,1,-,-,-,-,-,1.0
"Pickett, Marlion",-,2,1,-,-,-,-,-,2,1,-,1,-,,-,-,7.0
"Prestia, Dion",-,-,1,-,2,1,,2,1,1,-,1,-,-,,1,10.0
"Ralphsmith, Hugo",,,-,-,-,-,,1,1,-,1,1,-,-,-,,4.0
"Riewoldt, Jack",-,3,-,,-,-,-,1,-,-,-,1,-,-,-,-,5.0
"Rioli, Daniel",1,-,-,-,-,1,-,-,1,1,-,2,-,1,1,-,8.0
"Rioli, Maurice",-,1,1,,-,-,,,,,,,,1,,1,4.0
"Ross, Jack",-,,-,,,,1,-,-,2,-,1,-,1,1,-,6.0
"Ryan, Samson",,-,-,-,-,-,-,1,1,-,-,-,-,-,-,,2.0
"Short, Jayden",1,2,,,,1,-,-,-,-,-,1,-,-,-,,5.0
"Soldo, Ivan",,,,,,,-,,,,,,,,,,
"Sonsie, Tyler",,,,-,-,,-,,,,,,,,,,
"Taranto, Tim",-,-,1,1,1,1,-,-,-,-,-,-,-,1,-,-,5.0
"Vlastuin, Nick",-,-,-,-,-,-,-,-,-,-,,,1,-,-,-,1.0
"Young, Tylar",,-,-,-,-,-,-,,,,-,-,-,-,-,-,
Totals,6,12,5,8,6,7,4,13,11,5,9,11,6,8,5,8,124.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,BL,SY,
