Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Liam",1,3,4,4,1,2,-,3,4,2,1,4,4,1,34.0
"Balta, Noah",1,-,2,2,-,3,1,-,-,-,-,-,2,-,11.0
"Bolton, Shai",4,3,4,-,1,4,1,5,2,7,4,2,5,2,44.0
"Broad, Nathan",3,2,,,,,1,1,3,2,4,2,2,2,22.0
"Clarke, Judson",,,1,5,1,-,1,3,1,-,1,1,1,3,18.0
"Cotchin, Trent",3,1,3,3,1,2,3,,-,1,3,6,3,5,34.0
"Cumberland, Noah",,,-,6,8,3,2,-,,,,-,,,19.0
"Dow, Thomson",,,,,,,,,,1,,,,,1.0
"Graham, Jack",9,4,4,-,,,,3,3,2,1,2,4,6,38.0
"Grimes, Dylan",2,1,3,3,1,1,2,3,2,3,3,3,3,2,32.0
"Hopper, Jacob",3,6,,2,5,2,4,6,4,,,,,,32.0
"Lynch, Tom",-,-,2,3,,,,,,,,,,,5.0
"Mansell, Rhyan",1,1,2,7,3,1,,-,5,4,5,2,3,,34.0
"Martin, Dustin",-,1,,2,-,3,2,4,3,4,1,3,-,3,26.0
"McIntosh, Kamdyn",3,1,1,1,1,-,4,2,3,1,2,-,4,2,25.0
"Miller, Ben",1,,,,2,3,4,2,4,,2,,,4,22.0
"Nankervis, Toby",11,4,7,7,,,,,,6,8,3,8,4,58.0
"Pickett, Marlion",2,1,2,4,2,3,6,2,-,3,2,3,5,,35.0
"Prestia, Dion",1,-,7,2,2,2,,1,2,-,2,5,2,6,32.0
"Ralphsmith, Hugo",,,-,4,-,-,,1,-,-,-,-,-,-,5.0
"Riewoldt, Jack",5,-,2,,2,2,2,3,2,-,-,3,4,6,31.0
"Rioli, Daniel",4,1,2,7,4,2,-,3,3,4,4,7,5,1,47.0
"Rioli, Maurice",3,2,2,,3,2,,,,,,,,4,16.0
"Ross, Jack",-,,2,,,,3,-,2,2,1,2,2,3,17.0
"Ryan, Samson",,1,-,1,1,2,2,-,2,-,1,-,1,-,11.0
"Short, Jayden",3,-,,,,3,1,9,3,5,5,1,3,2,35.0
"Soldo, Ivan",,,,,,,2,,,,,,,,2.0
"Sonsie, Tyler",,,,2,2,,-,,,,,,,,4.0
"Taranto, Tim",8,8,6,8,6,10,3,5,12,3,7,5,7,10,98.0
"Vlastuin, Nick",2,2,2,6,2,1,1,3,2,2,,,2,2,27.0
"Young, Tylar",,1,4,1,-,-,1,,,,-,1,1,-,9.0
Totals,70,43,62,80,48,51,46,59,62,52,57,55,71,68,824.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,
