Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Baker, Liam",5,10,15,11,13,6,10,9,8,4,8,7,11,8,7,5,137.0
"Balta, Noah",2,-,-,5,10,4,2,3,1,4,5,2,2,3,6,3,52.0
"Banks, Sam",,,,,,,,,,,,,,,,4,4.0
"Bauer, Jacob",,,,,,,,,,,,,,,,-,
"Bolton, Shai",3,5,10,4,8,9,5,15,12,13,7,9,11,5,8,9,133.0
"Broad, Nathan",2,6,,,,,10,6,4,6,5,12,8,6,5,5,75.0
"Clarke, Judson",,,6,9,3,8,2,5,1,-,1,3,-,3,6,,47.0
"Cotchin, Trent",9,9,9,8,3,9,5,,5,8,6,7,15,11,8,6,118.0
"Cumberland, Noah",,,2,8,2,-,2,2,,,,-,,,2,,18.0
"Dow, Thomson",,,,,,,,,,2,,,,,,,2.0
"Graham, Jack",9,9,10,6,,,,7,11,7,8,4,14,9,7,7,108.0
"Grimes, Dylan",4,7,1,2,1,-,1,3,3,3,4,6,5,7,4,2,53.0
"Hopper, Jacob",6,13,,12,19,11,14,13,3,,,,,,9,9,109.0
"Lynch, Tom",1,1,2,4,,,,,,,,,,,,,8.0
"Mansell, Rhyan",2,1,2,3,1,1,,1,3,3,6,2,2,,,,27.0
"Martin, Dustin",8,6,,12,6,9,7,11,5,10,5,13,5,13,,14,124.0
"McIntosh, Kamdyn",6,7,2,2,8,1,5,2,3,1,6,2,4,8,3,7,67.0
"Miller, Ben",4,,,,9,5,2,5,3,,3,,,4,1,3,39.0
"Nankervis, Toby",6,10,12,7,,,,,,7,12,8,3,6,5,7,83.0
"Pickett, Marlion",6,9,13,8,9,10,8,6,3,8,10,2,5,,5,2,104.0
"Prestia, Dion",13,14,8,12,8,10,,11,7,7,17,16,14,11,,11,159.0
"Ralphsmith, Hugo",,,4,9,6,1,,8,7,5,11,10,1,1,3,,66.0
"Riewoldt, Jack",3,3,2,,2,3,1,4,1,3,1,6,1,3,4,1,38.0
"Rioli, Daniel",10,6,6,19,7,9,9,8,6,6,5,6,10,16,6,9,138.0
"Rioli, Maurice",4,-,2,,1,4,,,,,,,,1,,4,16.0
"Ross, Jack",-,,12,,,,10,13,1,13,8,8,12,5,12,6,100.0
"Ryan, Samson",,2,1,3,5,1,4,4,2,3,-,4,2,1,1,,33.0
"Short, Jayden",2,5,,,,9,7,2,4,9,4,6,5,4,-,,57.0
"Soldo, Ivan",,,,,,,4,,,,,,,,,,4.0
"Sonsie, Tyler",,,,7,9,,2,,,,,,,,,,18.0
"Taranto, Tim",14,13,13,15,24,17,16,16,11,14,19,14,19,17,11,15,248.0
"Vlastuin, Nick",2,3,4,6,7,6,6,6,4,5,,,6,5,4,10,74.0
"Young, Tylar",,-,1,2,3,3,7,,,,3,2,-,3,4,-,28.0
Totals,121,139,137,174,164,136,139,160,108,141,154,149,155,150,121,139,2287.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,BL,SY,
