Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Liam",4,8,13,11,6,6,5,6,10,2,5,5,12,10,6,109.0
"Balta, Noah",5,6,2,6,9,7,5,5,7,7,8,6,3,9,5,90.0
"Bolton, Shai",8,7,13,4,10,9,7,18,13,13,5,8,16,10,7,148.0
"Broad, Nathan",2,3,,,,,4,3,6,6,6,8,3,7,5,53.0
"Clarke, Judson",,,5,5,5,5,2,7,1,2,1,4,1,1,8,47.0
"Cotchin, Trent",11,11,9,3,3,7,3,,4,6,5,5,15,15,5,102.0
"Cumberland, Noah",,,5,11,3,4,4,-,,,,2,,,2,31.0
"Dow, Thomson",,,,,,,,,,3,,,,,,3.0
"Graham, Jack",9,5,3,3,,,,5,6,3,1,4,7,5,4,55.0
"Grimes, Dylan",4,5,5,3,5,3,3,5,3,5,3,9,4,5,4,66.0
"Hopper, Jacob",7,8,,8,13,7,9,18,6,,,,,,8,84.0
"Lynch, Tom",9,7,6,2,,,,,,,,,,,,24.0
"Mansell, Rhyan",3,2,4,3,4,3,,-,5,5,5,1,2,,,37.0
"Martin, Dustin",10,6,,15,4,9,10,12,7,9,7,9,6,11,,115.0
"McIntosh, Kamdyn",4,7,4,-,6,1,7,3,2,2,4,2,7,5,8,62.0
"Miller, Ben",5,,,,6,6,1,3,5,,6,,,5,-,37.0
"Nankervis, Toby",11,9,11,7,,,,,,5,13,10,5,5,7,83.0
"Pickett, Marlion",6,5,8,6,3,11,9,8,5,9,8,4,6,,4,92.0
"Prestia, Dion",13,11,10,5,7,8,,8,5,5,10,10,13,12,,117.0
"Ralphsmith, Hugo",,,3,4,7,-,,6,5,3,6,5,1,1,2,43.0
"Riewoldt, Jack",10,5,1,,5,5,1,6,4,4,7,9,5,7,1,70.0
"Rioli, Daniel",6,4,6,16,7,8,4,4,3,7,6,2,9,9,3,94.0
"Rioli, Maurice",4,-,3,,-,3,,,,,,,,3,,13.0
"Ross, Jack",1,,4,,,,8,5,3,4,3,8,7,6,7,56.0
"Ryan, Samson",,4,3,5,5,3,4,1,4,4,2,7,4,1,3,50.0
"Short, Jayden",3,4,,,,8,5,5,8,11,6,6,4,8,-,68.0
"Soldo, Ivan",,,,,,,8,,,,,,,,,8.0
"Sonsie, Tyler",,,,4,7,,1,,,,,,,,,12.0
"Taranto, Tim",12,11,12,12,12,16,13,20,13,12,12,12,15,18,10,200.0
"Vlastuin, Nick",2,4,5,8,9,11,9,5,4,6,,,5,4,7,79.0
"Young, Tylar",,3,4,4,3,4,8,,,,2,3,-,5,6,42.0
Totals,149,135,139,145,139,144,130,153,129,133,131,139,150,162,112,2090.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,BL,
