Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Baker, Liam",2,-,2,3,1,-,2,-,2,-,1,1,5,3,3,1,26.0
"Balta, Noah",-,-,2,1,-,1,2,2,-,-,2,-,-,1,3,-,14.0
"Banks, Sam",,,,,,,,,,,,,,,,-,
"Bauer, Jacob",,,,,,,,,,,,,,,,-,
"Bolton, Shai",2,2,-,1,2,2,-,2,-,-,-,1,-,2,-,1,15.0
"Broad, Nathan",-,1,,,,,-,1,-,-,-,-,1,-,1,1,5.0
"Clarke, Judson",,,-,-,-,1,-,-,-,-,-,-,-,1,-,,2.0
"Cotchin, Trent",3,-,2,-,1,1,-,,1,-,-,1,-,1,-,2,12.0
"Cumberland, Noah",,,-,3,-,1,2,2,,,,-,,,1,,9.0
"Dow, Thomson",,,,,,,,,,1,,,,,,,1.0
"Graham, Jack",2,-,3,-,,,,1,-,-,1,-,1,-,-,2,10.0
"Grimes, Dylan",-,1,2,1,-,1,1,-,1,1,1,2,1,3,1,-,16.0
"Hopper, Jacob",-,-,,-,1,1,4,2,1,,,,,,1,-,10.0
"Lynch, Tom",2,3,1,2,,,,,,,,,,,,,8.0
"Mansell, Rhyan",1,-,1,1,-,1,,-,2,-,1,-,1,,,,8.0
"Martin, Dustin",3,-,,1,-,-,-,-,1,-,2,-,1,-,,1,9.0
"McIntosh, Kamdyn",1,-,2,-,-,2,-,-,3,1,1,-,1,3,-,-,14.0
"Miller, Ben",-,,,,1,1,-,-,-,,3,,,-,-,-,5.0
"Nankervis, Toby",2,3,1,-,,,,,,2,6,-,2,1,-,3,20.0
"Pickett, Marlion",3,3,-,-,3,1,-,-,1,-,1,1,-,,1,2,16.0
"Prestia, Dion",1,2,-,-,-,-,,2,-,-,-,2,1,3,,-,11.0
"Ralphsmith, Hugo",,,-,-,1,-,,2,-,-,-,1,-,1,-,,5.0
"Riewoldt, Jack",1,-,1,,1,2,1,-,-,1,1,1,-,2,-,1,12.0
"Rioli, Daniel",-,-,-,1,1,-,-,-,-,-,-,1,-,1,-,1,5.0
"Rioli, Maurice",1,-,1,,-,1,,,,,,,,-,,-,3.0
"Ross, Jack",-,,-,,,,-,1,-,-,1,1,1,-,-,-,4.0
"Ryan, Samson",,-,-,3,-,2,1,-,-,-,-,1,1,-,2,,10.0
"Short, Jayden",-,-,,,,-,1,1,1,2,-,1,-,2,-,,8.0
"Soldo, Ivan",,,,,,,1,,,,,,,,,,1.0
"Sonsie, Tyler",,,,-,2,,-,,,,,,,,,,2.0
"Taranto, Tim",1,3,1,-,1,1,-,-,1,-,2,1,2,-,-,1,14.0
"Vlastuin, Nick",-,1,-,1,1,2,-,-,-,1,,,-,1,-,2,9.0
"Young, Tylar",,1,1,2,-,2,3,,,,-,-,-,-,1,2,12.0
Totals,25,20,20,20,16,23,18,16,14,9,23,15,18,25,14,20,296.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,BL,SY,
