Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Liam",2,2,1,1,1,2,-,1,-,-,-,1,-,-,-,11.0
"Balta, Noah",-,-,-,1,1,-,1,1,2,-,1,-,-,1,2,10.0
"Bolton, Shai",2,-,-,-,2,1,1,1,1,-,1,-,1,1,-,11.0
"Broad, Nathan",-,1,,,,,1,1,2,1,1,-,-,2,-,9.0
"Clarke, Judson",,,3,1,-,-,-,-,-,-,-,1,-,-,-,5.0
"Cotchin, Trent",-,1,2,1,1,-,-,,-,-,-,-,-,1,-,6.0
"Cumberland, Noah",,,1,3,1,1,2,-,,,,2,,,-,10.0
"Dow, Thomson",,,,,,,,,,1,,,,,,1.0
"Graham, Jack",3,2,-,1,,,,1,-,-,-,-,-,-,-,7.0
"Grimes, Dylan",-,-,5,1,2,3,2,1,-,1,1,1,-,2,-,19.0
"Hopper, Jacob",2,2,,-,2,1,2,3,1,,,,,,-,13.0
"Lynch, Tom",-,-,1,1,,,,,,,,,,,,2.0
"Mansell, Rhyan",-,1,1,1,1,-,,-,3,2,2,-,-,,,11.0
"Martin, Dustin",-,-,,1,-,1,1,1,1,-,1,-,1,1,,8.0
"McIntosh, Kamdyn",-,-,1,-,1,-,1,-,-,-,1,1,-,-,2,7.0
"Miller, Ben",1,,,,1,1,-,1,-,,-,,,-,-,4.0
"Nankervis, Toby",2,2,2,1,,,,,,1,1,-,-,-,2,11.0
"Pickett, Marlion",1,-,1,-,-,3,2,1,-,1,1,1,1,,-,12.0
"Prestia, Dion",1,-,2,-,-,1,,-,1,-,-,2,-,-,,7.0
"Ralphsmith, Hugo",,,-,-,-,-,,-,-,-,-,-,-,-,-,
"Riewoldt, Jack",1,-,1,,1,3,-,-,1,-,1,-,1,1,-,10.0
"Rioli, Daniel",-,1,2,-,1,2,-,-,2,1,1,-,1,1,-,12.0
"Rioli, Maurice",1,-,2,,-,1,,,,,,,,-,,4.0
"Ross, Jack",1,,1,,,,1,-,-,-,1,-,1,-,-,5.0
"Ryan, Samson",,1,1,-,-,1,-,-,1,-,-,-,-,-,3,7.0
"Short, Jayden",-,-,,,,2,-,2,3,1,-,-,-,1,-,9.0
"Soldo, Ivan",,,,,,,2,,,,,,,,,2.0
"Sonsie, Tyler",,,,1,-,,-,,,,,,,,,1.0
"Taranto, Tim",1,1,-,1,-,1,-,1,2,1,-,1,-,-,-,9.0
"Vlastuin, Nick",1,1,-,1,-,3,-,2,1,-,,,1,-,2,12.0
"Young, Tylar",,1,-,1,-,-,-,,,,1,-,-,1,1,5.0
Totals,19,16,27,17,15,27,16,17,21,10,14,10,7,12,12,240.0
Opponent,CA,AD,CW,WB,SY,ME,GC,WC,GE,ES,PA,GW,FR,SK,BL,
