Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Aitken, Ian",6,,,,,,,12,,6,,,,,2,14,7,10,6,12,2,10,7,6,4,104.0
"Alvin, Tom",,,,15,12,12,14,9,7,,,12,14,11,10,1,10,10,17,7,11,19,18,11,11,231.0
"Blackwell, Wayne",19,15,11,14,13,13,15,19,14,10,20,9,19,14,,18,12,11,13,14,17,11,12,17,9,339.0
"Bradley, Craig",21,16,14,14,20,10,25,25,26,18,34,21,18,8,24,18,13,24,18,20,19,10,14,18,27,475.0
"Buckley, Jim",,4,18,,,,,9,17,15,20,15,11,10,8,8,17,,,,,,,,,152.0
"Butts, Gerard",,,,,,2,,,,,,,,,,,,,,,,,,,,2.0
"Da Rui, Steven",10,10,9,12,6,19,10,5,7,1,6,,10,,,,6,4,5,7,1,,4,10,5,147.0
"Dean, Peter",7,9,5,,,,,,,,,,,,,,,,,,,,,,,21.0
"Dennis, Richard",10,12,11,13,,,,10,14,,11,13,7,12,,,,,,,,,,,,113.0
"Dorotich, Jon",4,,,8,10,13,7,9,9,10,9,4,11,9,7,12,4,4,13,10,8,12,4,6,3,186.0
"Dunlop, Jamie",3,6,2,,,,,,2,,,,,,,,,,,,,10,2,8,6,39.0
"Evans, Bernie",,,,3,9,9,,,,,,13,14,7,,,,,,,,,6,9,,70.0
"Garvey, Michael",,,,,,9,8,,,,,,,,,,,,,,,,,,,17.0
"Glascott, David",18,,19,15,15,5,10,10,18,10,14,13,12,13,14,12,,14,13,18,9,14,10,,3,279.0
"Gleeson, Adrian",13,10,10,20,11,10,7,18,8,20,15,16,13,12,18,19,19,23,9,19,18,9,,,16,333.0
"Hanna, Mil",5,13,12,5,10,10,3,,,,6,10,,-,,,,7,1,,,6,8,12,3,111.0
"Harmes, Wayne",4,5,,18,16,,,9,12,3,1,,,,3,4,1,,,,,,,,,76.0
"Herman, Ian",,17,,,,17,9,11,7,7,2,,,,20,14,20,21,16,8,16,13,,7,7,212.0
"Hunter, Ken",10,8,12,7,7,10,6,6,8,8,7,5,2,,2,,,3,,,9,1,,,,111.0
"Johnston, Wayne",,,18,19,9,,13,22,22,22,18,17,5,25,20,,,,12,11,18,19,23,1,,294.0
"Kennedy, Michael",5,,,,,8,10,2,,,,,,,,5,11,9,6,7,8,10,10,6,11,108.0
"Kernahan, David",6,5,6,8,4,,,,,,,-,,,,,,,,,,,,,,29.0
"Kernahan, Stephen",10,15,17,14,9,12,16,16,10,8,,,12,12,13,9,13,12,13,13,16,13,13,7,15,288.0
"Madden, Justin",,5,9,16,10,14,9,,,3,8,5,6,6,-,9,8,8,9,8,8,6,3,6,9,165.0
"McKenzie, Warren",,,,,,,5,7,9,6,7,7,3,3,,,,,,,,,,,,47.0
"Meldrum, Paul",,,,,,,,5,7,8,10,12,12,10,17,10,15,11,18,9,6,20,10,11,9,200.0
"Murphy, Fraser",9,11,6,,,17,15,5,9,5,8,8,6,9,17,3,17,13,15,15,9,5,11,9,4,226.0
"Naley, Mark",15,20,13,18,17,,19,,,10,18,12,9,13,15,10,,20,11,10,11,12,13,20,19,305.0
"OSullivan, Luke",,,,,,,,,,,,,,,,,,,,2,,,,,,2.0
"Poursanidis, Phillip",,,,,,7,6,,,,,,,,,,,,,,,,,,,13.0
"Rhys-Jones, David",,14,7,6,4,,,,6,11,10,11,8,3,3,11,8,,,5,2,10,9,12,10,150.0
"Robertson, Shane",,,,,,,,,,,,,,,6,15,10,8,3,,,,,,,42.0
"Sartori, Peter",,,,,,,,,,,,,,7,2,8,12,4,5,10,9,4,9,5,8,83.0
"Shine, Brad",16,10,12,12,5,11,,,,,,,,,,,,,,,,,,,,66.0
"Silvagni, Stephen",11,9,3,10,9,7,12,8,9,10,5,5,8,8,5,13,10,5,6,6,6,,14,2,6,187.0
"Williams, Mark",,,,,2,,,,,,,,,,,,2,,,,,,,,,4.0
Totals,202,214,214,247,198,215,219,217,221,191,229,208,200,192,206,213,215,221,209,211,203,214,200,183,185,5227.0
Opponent,HW,BB,ES,SY,CW,SK,GE,NM,WC,FO,FI,RI,ME,CW,SK,GE,RI,FI,SY,NM,BB,ME,CW,HW,ME,
